Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,61,098"
Bangalore,Rs.11.44 Lakh*
Mumbai,Rs.11.23 Lakh*
Pune,Rs.11.15 Lakh*
Hyderabad,Rs.11.53 Lakh*
Chennai,Rs.11.34 Lakh*
Ahmedabad,Rs.10.67 Lakh*
Lucknow,Rs.10.85 Lakh*
Jaipur,Rs.11.25 Lakh*
Patna,Rs.11.14 Lakh*
Chandigarh,Rs.11.04 Lakh*
