Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,87,290"
Bangalore,Rs.17.38 Lakh*
Mumbai,Rs.16.59 Lakh*
Pune,Rs.16.82 Lakh*
Hyderabad,Rs.17.12 Lakh*
Chennai,Rs.17.15 Lakh*
Ahmedabad,Rs.15.48 Lakh*
Lucknow,Rs.16.02 Lakh*
Jaipur,Rs.16.53 Lakh*
Patna,Rs.16.16 Lakh*
Chandigarh,Rs.16.02 Lakh*
