Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,99,700"
Bangalore,Rs.15.94 Lakh*
Mumbai,Rs.14.83 Lakh*
Pune,Rs.14.79 Lakh*
Hyderabad,Rs.15.99 Lakh*
Chennai,Rs.15.86 Lakh*
Ahmedabad,Rs.14.39 Lakh*
Lucknow,Rs.15.02 Lakh*
Jaipur,Rs.15.21 Lakh*
Patna,Rs.15.15 Lakh*
Chandigarh,Rs.14.57 Lakh*
