company,model,variant,feature_name,feature_details
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Engine Type,1.2 l Kappa
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Displacement,1197 cc
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Max Power,81.8bhp@6000rpm
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Max Torque,113.8Nm@4000rpm
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,No. of Cylinders,4
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Valves Per Cylinder,4
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Transmission Type,Manual
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Gearbox,5-Speed
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Drive Type,FWD
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Fuel Type,Petrol
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Petrol Mileage ARAI,19.4 kmpl
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Petrol Fuel Tank Capacity,37 Litres
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Emission Norm Compliance,BS VI 2.0
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Front Suspension,MacPherson Strut suspension
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Rear Suspension,Rear twist beam
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Shock Absorbers Type,Gas Type
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Steering Type,Electric
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Steering Column,Tilt
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Front Brake Type,Disc
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Rear Brake Type,Drum
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Alloy Wheel Size Front,15 Inch
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Alloy Wheel Size Rear,15 Inch
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Length,3815 mm
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Width,1710 mm
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Height,1631 mm
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Seating Capacity,5
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,Wheel Base,2450 mm
HYUNDAI,EXTER,Exter SX Opt Connect Knight DT,No. of Doors,5
