Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,97,790"
Bangalore,Rs.13.79 Lakh*
Mumbai,Rs.12.94 Lakh*
Pune,Rs.13.14 Lakh*
Hyderabad,Rs.13.58 Lakh*
Chennai,Rs.13.60 Lakh*
Ahmedabad,Rs.12.28 Lakh*
Lucknow,Rs.12.71 Lakh*
Jaipur,Rs.12.74 Lakh*
Patna,Rs.12.82 Lakh*
Chandigarh,Rs.12.71 Lakh*
