Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,39,000"
Bangalore,Rs.19.50 Lakh*
Mumbai,Rs.18.08 Lakh*
Pune,Rs.18.08 Lakh*
Hyderabad,Rs.19.55 Lakh*
Chennai,Rs.19.01 Lakh*
Ahmedabad,Rs.17.16 Lakh*
Lucknow,Rs.17.76 Lakh*
Jaipur,Rs.18.10 Lakh*
Patna,Rs.18.22 Lakh*
Chandigarh,Rs.18.07 Lakh*
