Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,32,100"
Bangalore,Rs.17.55 Lakh*
Mumbai,Rs.16.78 Lakh*
Pune,Rs.16.69 Lakh*
Hyderabad,Rs.17.61 Lakh*
Chennai,Rs.17.70 Lakh*
Ahmedabad,Rs.15.83 Lakh*
Lucknow,Rs.16.54 Lakh*
Jaipur,Rs.16.74 Lakh*
Patna,Rs.16.68 Lakh*
Chandigarh,Rs.16.03 Lakh*
