Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,35,044"
Bangalore,Rs.18.81 Lakh*
Mumbai,Rs.17.96 Lakh*
Pune,Rs.17.90 Lakh*
Hyderabad,Rs.18.91 Lakh*
Chennai,Rs.18.72 Lakh*
Ahmedabad,Rs.16.95 Lakh*
Lucknow,Rs.17.72 Lakh*
Jaipur,Rs.17.93 Lakh*
Patna,Rs.18.18 Lakh*
Chandigarh,Rs.17.17 Lakh*
