Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,94,700"
Bangalore,Rs.15.81 Lakh*
Mumbai,Rs.15.16 Lakh*
Pune,Rs.15.16 Lakh*
Hyderabad,Rs.15.81 Lakh*
Chennai,Rs.15.94 Lakh*
Ahmedabad,Rs.14.39 Lakh*
Lucknow,Rs.14.89 Lakh*
Jaipur,Rs.14.93 Lakh*
Patna,Rs.15.02 Lakh*
Chandigarh,Rs.14.89 Lakh*
