Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,89,900"
Bangalore,Rs.10.60 Lakh*
Mumbai,Rs.10.33 Lakh*
Pune,Rs.10.33 Lakh*
Hyderabad,Rs.10.60 Lakh*
Chennai,Rs.10.51 Lakh*
Ahmedabad,Rs.9.89 Lakh*
Lucknow,Rs.10.06 Lakh*
Jaipur,Rs.10.27 Lakh*
Patna,Rs.10.32 Lakh*
Chandigarh,Rs.10.23 Lakh*
