Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,69,000"
Bangalore,Rs.16.99 Lakh*
Mumbai,Rs.16.34 Lakh*
Pune,Rs.16.37 Lakh*
Hyderabad,Rs.16.79 Lakh*
Chennai,Rs.16.92 Lakh*
Ahmedabad,Rs.13.77 Lakh*
Lucknow,Rs.15.81 Lakh*
Jaipur,Rs.16.32 Lakh*
Patna,Rs.15.95 Lakh*
Chandigarh,Rs.15.81 Lakh*
