Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,80,400"
Bangalore,Rs.13.27 Lakh*
Mumbai,Rs.12.73 Lakh*
Pune,Rs.12.73 Lakh*
Hyderabad,Rs.13.27 Lakh*
Chennai,Rs.13.38 Lakh*
Ahmedabad,Rs.12.09 Lakh*
Lucknow,Rs.12.51 Lakh*
Jaipur,Rs.12.54 Lakh*
Patna,Rs.12.61 Lakh*
Chandigarh,Rs.12.51 Lakh*
