Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,65,214"
Bangalore,Rs.16.67 Lakh*
Mumbai,Rs.16.04 Lakh*
Pune,Rs.16 Lakh*
Hyderabad,Rs.16.74 Lakh*
Chennai,Rs.16.80 Lakh*
Ahmedabad,Rs.15.32 Lakh*
Lucknow,Rs.15.70 Lakh*
Jaipur,Rs.15.58 Lakh*
Patna,Rs.15.87 Lakh*
Chandigarh,Rs.15.70 Lakh*
