Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.8,49,500"
Bangalore,Rs.10.12 Lakh*
Mumbai,Rs.9.87 Lakh*
Pune,Rs.9.87 Lakh*
Hyderabad,Rs.10.12 Lakh*
Chennai,Rs.10.04 Lakh*
Ahmedabad,Rs.9.44 Lakh*
Lucknow,Rs.9.61 Lakh*
Jaipur,Rs.9.81 Lakh*
Patna,Rs.9.86 Lakh*
Chandigarh,Rs.9.50 Lakh*
