Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,69,500"
Bangalore,Rs.19.23 Lakh*
Mumbai,Rs.18.44 Lakh*
Pune,Rs.18.44 Lakh*
Hyderabad,Rs.19.23 Lakh*
Chennai,Rs.19.38 Lakh*
Ahmedabad,Rs.17.50 Lakh*
Lucknow,Rs.18.11 Lakh*
Jaipur,Rs.18.33 Lakh*
Patna,Rs.18.58 Lakh*
Chandigarh,Rs.17.47 Lakh*
