Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,97,701"
Bangalore,Rs.16.46 Lakh*
Mumbai,Rs.15.79 Lakh*
Pune,Rs.15.78 Lakh*
Hyderabad,Rs.16.11 Lakh*
Chennai,Rs.16.24 Lakh*
Ahmedabad,Rs.14.88 Lakh*
Lucknow,Rs.15.18 Lakh*
Jaipur,Rs.15.91 Lakh*
Patna,Rs.15.31 Lakh*
Chandigarh,Rs.15.18 Lakh*
