Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,12,000"
Bangalore,Rs.20.96 Lakh*
Mumbai,Rs.20.45 Lakh*
Pune,Rs.20.45 Lakh*
Hyderabad,Rs.20.96 Lakh*
Chennai,Rs.21.13 Lakh*
Ahmedabad,Rs.19.08 Lakh*
Lucknow,Rs.19.74 Lakh*
Jaipur,Rs.20.37 Lakh*
Patna,Rs.20.26 Lakh*
Chandigarh,Rs.19.09 Lakh*
