Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,07,090"
Bangalore,Rs.14.82 Lakh*
Mumbai,Rs.14.45 Lakh*
Pune,Rs.14.67 Lakh*
Hyderabad,Rs.14.92 Lakh*
Chennai,Rs.14.94 Lakh*
Ahmedabad,Rs.13.49 Lakh*
Lucknow,Rs.13.96 Lakh*
Jaipur,Rs.14.41 Lakh*
Patna,Rs.14.08 Lakh*
Chandigarh,Rs.13.96 Lakh*
