Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,70,698"
Bangalore,Rs.19.24 Lakh*
Mumbai,Rs.18.55 Lakh*
Pune,Rs.18.72 Lakh*
Hyderabad,Rs.19.51 Lakh*
Chennai,Rs.19.40 Lakh*
Ahmedabad,Rs.17.51 Lakh*
Lucknow,Rs.18.12 Lakh*
Jaipur,Rs.18.57 Lakh*
Patna,Rs.18.60 Lakh*
Chandigarh,Rs.18.44 Lakh*
