Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,99,000"
Bangalore,Rs.19.82 Lakh*
Mumbai,Rs.19.06 Lakh*
Pune,Rs.19.10 Lakh*
Hyderabad,Rs.19.58 Lakh*
Chennai,Rs.19.74 Lakh*
Ahmedabad,Rs.17.83 Lakh*
Lucknow,Rs.18.45 Lakh*
Jaipur,Rs.19.03 Lakh*
Patna,Rs.18.93 Lakh*
Chandigarh,Rs.18.77 Lakh*
