Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,78,712"
Bangalore,Rs.19.34 Lakh*
Mumbai,Rs.18.96 Lakh*
Pune,Rs.20.57 Lakh*
Hyderabad,Rs.19.61 Lakh*
Chennai,Rs.19.50 Lakh*
Ahmedabad,Rs.17.60 Lakh*
Lucknow,Rs.18.22 Lakh*
Jaipur,Rs.19.03 Lakh*
Patna,Rs.18.69 Lakh*
Chandigarh,Rs.17.57 Lakh*
