Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.11,44,090"
Bangalore,Rs.14.36 Lakh*
Mumbai,Rs.13.71 Lakh*
Pune,Rs.13.91 Lakh*
Hyderabad,Rs.14.15 Lakh*
Chennai,Rs.14.16 Lakh*
Ahmedabad,Rs.12.79 Lakh*
Lucknow,Rs.13.24 Lakh*
Jaipur,Rs.13.66 Lakh*
Patna,Rs.13.35 Lakh*
Chandigarh,Rs.13.24 Lakh*
