Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,27,500"
Bangalore,Rs.17.50 Lakh*
Mumbai,Rs.16.78 Lakh*
Pune,Rs.16.78 Lakh*
Hyderabad,Rs.17.50 Lakh*
Chennai,Rs.17.64 Lakh*
Ahmedabad,Rs.15.93 Lakh*
Lucknow,Rs.16.48 Lakh*
Jaipur,Rs.16.69 Lakh*
Patna,Rs.16.63 Lakh*
Chandigarh,Rs.15.96 Lakh*
