Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.7,70,000"
Bangalore,Rs.9.19 Lakh*
Mumbai,Rs.8.96 Lakh*
Pune,Rs.8.96 Lakh*
Hyderabad,Rs.9.19 Lakh*
Chennai,Rs.9.11 Lakh*
Ahmedabad,Rs.8.57 Lakh*
Lucknow,Rs.8.72 Lakh*
Jaipur,Rs.8.91 Lakh*
Patna,Rs.8.87 Lakh*
Chandigarh,Rs.8.61 Lakh*
