Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.10,76,300"
Bangalore,Rs.13.22 Lakh*
Mumbai,Rs.12.36 Lakh*
Pune,Rs.12.28 Lakh*
Hyderabad,Rs.13.24 Lakh*
Chennai,Rs.13.33 Lakh*
Ahmedabad,Rs.12 Lakh*
Lucknow,Rs.12.46 Lakh*
Jaipur,Rs.12.52 Lakh*
Patna,Rs.12.57 Lakh*
Chandigarh,Rs.12.10 Lakh*
