Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,90,990"
Bangalore,Rs.12.04 Lakh*
Mumbai,Rs.11.69 Lakh*
Pune,Rs.11.88 Lakh*
Hyderabad,Rs.11.78 Lakh*
Chennai,Rs.11.69 Lakh*
Ahmedabad,Rs.11 Lakh*
Lucknow,Rs.11.18 Lakh*
Jaipur,Rs.11.75 Lakh*
Patna,Rs.11.48 Lakh*
Chandigarh,Rs.11.38 Lakh*
