Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,33,290"
Bangalore,Rs.16.71 Lakh*
Mumbai,Rs.15.95 Lakh*
Pune,Rs.16.18 Lakh*
Hyderabad,Rs.16.46 Lakh*
Chennai,Rs.16.48 Lakh*
Ahmedabad,Rs.14.88 Lakh*
Lucknow,Rs.15.40 Lakh*
Jaipur,Rs.15.90 Lakh*
Patna,Rs.15.54 Lakh*
Chandigarh,Rs.15.40 Lakh*
