Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,27,000"
Bangalore,Rs.21.14 Lakh*
Mumbai,Rs.20.28 Lakh*
Pune,Rs.20.28 Lakh*
Hyderabad,Rs.21.14 Lakh*
Chennai,Rs.21.31 Lakh*
Ahmedabad,Rs.19.24 Lakh*
Lucknow,Rs.19.92 Lakh*
Jaipur,Rs.20.16 Lakh*
Patna,Rs.20.43 Lakh*
Chandigarh,Rs.18.82 Lakh*
