Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.16,54,700"
Bangalore,Rs.20.26 Lakh*
Mumbai,Rs.19.34 Lakh*
Pune,Rs.19.28 Lakh*
Hyderabad,Rs.20.38 Lakh*
Chennai,Rs.20.17 Lakh*
Ahmedabad,Rs.18.28 Lakh*
Lucknow,Rs.19.09 Lakh*
Jaipur,Rs.19.32 Lakh*
Patna,Rs.19.58 Lakh*
Chandigarh,Rs.18.49 Lakh*
