Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,41,500"
Bangalore,Rs.21.32 Lakh*
Mumbai,Rs.20.45 Lakh*
Pune,Rs.20.45 Lakh*
Hyderabad,Rs.21.32 Lakh*
Chennai,Rs.21.49 Lakh*
Ahmedabad,Rs.19.40 Lakh*
Lucknow,Rs.20.08 Lakh*
Jaipur,Rs.20.32 Lakh*
Patna,Rs.20.60 Lakh*
Chandigarh,Rs.19.01 Lakh*
