Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,00,890"
Bangalore,Rs.10.96 Lakh*
Mumbai,Rs.10.64 Lakh*
Pune,Rs.10.83 Lakh*
Hyderabad,Rs.10.73 Lakh*
Chennai,Rs.10.64 Lakh*
Ahmedabad,Rs.10.01 Lakh*
Lucknow,Rs.10.18 Lakh*
Jaipur,Rs.10.70 Lakh*
Patna,Rs.10.45 Lakh*
Chandigarh,Rs.10.36 Lakh*
