Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.7,94,900"
Bangalore,Rs.9.48 Lakh*
Mumbai,Rs.9.24 Lakh*
Pune,Rs.9.24 Lakh*
Hyderabad,Rs.9.48 Lakh*
Chennai,Rs.9.40 Lakh*
Ahmedabad,Rs.8.85 Lakh*
Lucknow,Rs.9 Lakh*
Jaipur,Rs.9.19 Lakh*
Patna,Rs.9.16 Lakh*
Chandigarh,Rs.9.16 Lakh*
