Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,14,946"
Bangalore,Rs.21 Lakh*
Mumbai,Rs.20.24 Lakh*
Pune,Rs.17.57 Lakh*
Hyderabad,Rs.21.28 Lakh*
Chennai,Rs.21.17 Lakh*
Ahmedabad,Rs.19.11 Lakh*
Lucknow,Rs.19.78 Lakh*
Jaipur,Rs.20.26 Lakh*
Patna,Rs.20.29 Lakh*
Chandigarh,Rs.20.12 Lakh*
