Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,67,883"
Bangalore,Rs.22.86 Lakh*
Mumbai,Rs.22.40 Lakh*
Pune,Rs.22.60 Lakh*
Hyderabad,Rs.23.17 Lakh*
Chennai,Rs.23.04 Lakh*
Ahmedabad,Rs.20.80 Lakh*
Lucknow,Rs.21.53 Lakh*
Jaipur,Rs.22.47 Lakh*
Patna,Rs.22.09 Lakh*
Chandigarh,Rs.21.90 Lakh*
