Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,68,000"
Bangalore,Rs.22.86 Lakh*
Mumbai,Rs.21.92 Lakh*
Pune,Rs.21.92 Lakh*
Hyderabad,Rs.22.86 Lakh*
Chennai,Rs.23.04 Lakh*
Ahmedabad,Rs.20.80 Lakh*
Lucknow,Rs.21.53 Lakh*
Jaipur,Rs.21.79 Lakh*
Patna,Rs.22.09 Lakh*
Chandigarh,Rs.20.56 Lakh*
