Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.17,19,000"
Bangalore,Rs.21.34 Lakh*
Mumbai,Rs.20.18 Lakh*
Pune,Rs.20.18 Lakh*
Hyderabad,Rs.21.04 Lakh*
Chennai,Rs.21.22 Lakh*
Ahmedabad,Rs.19.15 Lakh*
Lucknow,Rs.19.82 Lakh*
Jaipur,Rs.20.06 Lakh*
Patna,Rs.20.34 Lakh*
Chandigarh,Rs.20.17 Lakh*
