Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.13,44,790"
Bangalore,Rs.16.85 Lakh*
Mumbai,Rs.15.82 Lakh*
Pune,Rs.16.04 Lakh*
Hyderabad,Rs.16.60 Lakh*
Chennai,Rs.16.63 Lakh*
Ahmedabad,Rs.15.01 Lakh*
Lucknow,Rs.15.54 Lakh*
Jaipur,Rs.15.58 Lakh*
Patna,Rs.15.67 Lakh*
Chandigarh,Rs.15.54 Lakh*
