Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.19,76,300"
Bangalore,Rs.24.50 Lakh*
Mumbai,Rs.23.19 Lakh*
Pune,Rs.23.19 Lakh*
Hyderabad,Rs.25.11 Lakh*
Chennai,Rs.24.37 Lakh*
Ahmedabad,Rs.22 Lakh*
Lucknow,Rs.22.77 Lakh*
Jaipur,Rs.23.06 Lakh*
Patna,Rs.23.36 Lakh*
Chandigarh,Rs.23.17 Lakh*
