Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.12,43,300"
Bangalore,Rs.15.26 Lakh*
Mumbai,Rs.14.21 Lakh*
Pune,Rs.14.14 Lakh*
Hyderabad,Rs.15.29 Lakh*
Chennai,Rs.15.26 Lakh*
Ahmedabad,Rs.13.78 Lakh*
Lucknow,Rs.14.37 Lakh*
Jaipur,Rs.14.55 Lakh*
Patna,Rs.14.50 Lakh*
Chandigarh,Rs.13.95 Lakh*
