Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,46,532"
Bangalore,Rs.11.20 Lakh*
Mumbai,Rs.10.98 Lakh*
Pune,Rs.10.95 Lakh*
Hyderabad,Rs.11.16 Lakh*
Chennai,Rs.11.11 Lakh*
Ahmedabad,Rs.10.57 Lakh*
Lucknow,Rs.10.62 Lakh*
Jaipur,Rs.10.75 Lakh*
Patna,Rs.10.97 Lakh*
Chandigarh,Rs.10.81 Lakh*
