Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.19,30,931"
Bangalore,Rs.24.46 Lakh*
Mumbai,Rs.23.15 Lakh*
Pune,Rs.23.35 Lakh*
Hyderabad,Rs.23.94 Lakh*
Chennai,Rs.24.66 Lakh*
Ahmedabad,Rs.22.26 Lakh*
Lucknow,Rs.23.04 Lakh*
Jaipur,Rs.23.22 Lakh*
Patna,Rs.23.64 Lakh*
Chandigarh,Rs.21.51 Lakh*
