Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,42,290"
Bangalore,Rs.11.47 Lakh*
Mumbai,Rs.10.56 Lakh*
Pune,Rs.10.84 Lakh*
Hyderabad,Rs.11.23 Lakh*
Chennai,Rs.11.12 Lakh*
Ahmedabad,Rs.10.46 Lakh*
Lucknow,Rs.10.64 Lakh*
Jaipur,Rs.10.87 Lakh*
Patna,Rs.10.92 Lakh*
Chandigarh,Rs.10.83 Lakh*
