Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.11,96,000"
Bangalore,Rs.14.68 Lakh*
Mumbai,Rs.14.08 Lakh*
Pune,Rs.14.08 Lakh*
Hyderabad,Rs.14.68 Lakh*
Chennai,Rs.14.80 Lakh*
Ahmedabad,Rs.13.36 Lakh*
Lucknow,Rs.13.83 Lakh*
Jaipur,Rs.14.01 Lakh*
Patna,Rs.13.95 Lakh*
Chandigarh,Rs.13.68 Lakh*
