Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,97,000"
Bangalore,Rs.23.21 Lakh*
Mumbai,Rs.22.26 Lakh*
Pune,Rs.22.26 Lakh*
Hyderabad,Rs.23.21 Lakh*
Chennai,Rs.23.40 Lakh*
Ahmedabad,Rs.21.12 Lakh*
Lucknow,Rs.21.86 Lakh*
Jaipur,Rs.22.12 Lakh*
Patna,Rs.22.43 Lakh*
Chandigarh,Rs.21.09 Lakh*
