Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.14,74,200"
Bangalore,Rs.17.99 Lakh*
Mumbai,Rs.17.25 Lakh*
Pune,Rs.17.25 Lakh*
Hyderabad,Rs.18.27 Lakh*
Chennai,Rs.18.14 Lakh*
Ahmedabad,Rs.16.37 Lakh*
Lucknow,Rs.16.94 Lakh*
Jaipur,Rs.16.99 Lakh*
Patna,Rs.17.09 Lakh*
Chandigarh,Rs.16.94 Lakh*
