Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.9,57,000"
Bangalore,Rs.11.39 Lakh*
Mumbai,Rs.11.10 Lakh*
Pune,Rs.11.10 Lakh*
Hyderabad,Rs.11.39 Lakh*
Chennai,Rs.11.29 Lakh*
Ahmedabad,Rs.10.62 Lakh*
Lucknow,Rs.10.81 Lakh*
Jaipur,Rs.11.03 Lakh*
Patna,Rs.11.09 Lakh*
Chandigarh,Rs.10.74 Lakh*
