Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.18,94,500"
Bangalore,Rs.23.18 Lakh*
Mumbai,Rs.22.61 Lakh*
Pune,Rs.22.61 Lakh*
Hyderabad,Rs.23.18 Lakh*
Chennai,Rs.23.37 Lakh*
Ahmedabad,Rs.21.10 Lakh*
Lucknow,Rs.21.83 Lakh*
Jaipur,Rs.22.52 Lakh*
Patna,Rs.22.40 Lakh*
Chandigarh,Rs.20.70 Lakh*
