Ex-Showroom/ On-Road,Price
Ex-Showroom Price,"Rs.15,46,500"
Bangalore,Rs.18.95 Lakh*
Mumbai,Rs.18.48 Lakh*
Pune,Rs.18.48 Lakh*
Hyderabad,Rs.18.95 Lakh*
Chennai,Rs.19.10 Lakh*
Ahmedabad,Rs.17.24 Lakh*
Lucknow,Rs.17.85 Lakh*
Jaipur,Rs.18.41 Lakh*
Patna,Rs.18.31 Lakh*
Chandigarh,Rs.17.48 Lakh*
