date,company,model,monthly_sales,total_sales
Apr-22,Citroen,C5 Aircross,51.0,51.0
Apr-22,Fiat,COMPASS,886.0,886.0
Apr-22,Honda,Amaze,4.5K,4.5K
Apr-22,Honda,Jazz,472.0,472.0
Apr-22,Honda,City,2.3K,2.3K
Apr-22,Honda,WRV,635.0,635.0
Apr-22,Hyundai,Santro,1.8K,1.8K
Apr-22,Hyundai,Grand i10,9.1K,9.1K
Apr-22,Hyundai,i20 Elite,4.7K,4.7K
Apr-22,Hyundai,Xcent/Aura,4.0K,4.0K
Apr-22,Hyundai,Venue,8.4K,8.4K
Apr-22,Hyundai,Creta,12.7K,12.7K
Apr-22,Hyundai,Verna,781.0,781.0
Apr-22,Hyundai,ALCAZAR,2.4K,2.4K
Apr-22,Hyundai,Tucson,47.0,47.0
Apr-22,Hyundai,KONA,50.0,50.0
Apr-22,Kia,SELTOS,7.5K,7.5K
Apr-22,Kia,SONET,5.4K,5.4K
Apr-22,Kia,CARENS,5.8K,5.8K
Apr-22,Kia,CARNIVAL,355.0,355.0
Apr-22,Mahindra,Verito,1.0,1.0
Apr-22,Mahindra,XUV 700,4.5K,4.5K
Apr-22,Mahindra,Bolero,7.7K,7.7K
Apr-22,Mahindra,Thar,3.2K,3.2K
Apr-22,Mahindra,XUV 300,3.9K,3.9K
Apr-22,Mahindra,Marazzo,168.0,168.0
Apr-22,Mahindra,Alturas G4,47.0,47.0
Apr-22,Mahindra,Scorpio,2.7K,2.7K
Apr-22,Maruti,Alto,10.4K,10.4K
Apr-22,Maruti,Eeco,11.2K,11.2K
Apr-22,Maruti,S Presso,6.7K,6.7K
Apr-22,Maruti,Wagon R,17.8K,17.8K
Apr-22,Maruti,IGNIS,3.8K,3.8K
Apr-22,Maruti,Ertiga,14.9K,14.9K
Apr-22,Maruti,XL6,4.4K,4.4K
Apr-22,Maruti,CELERIO,7.1K,7.1K
Apr-22,Maruti,Vitara Brezza,11.8K,11.8K
Apr-22,Maruti,Swift,8.9K,8.9K
Apr-22,Maruti,Baleno,10.9K,10.9K
Apr-22,Maruti,DZIRE,10.7K,10.7K
Apr-22,Maruti,S-Cross,2.9K,2.9K
Apr-22,Maruti,Ciaz,579.0,579.0
Apr-22,Morris Garage,Hector,1.4K,1.4K
Apr-22,Morris Garage,Gloster,83.0,83.0
Apr-22,Morris Garage,Astor,249.0,249.0
Apr-22,Morris Garage,ZS EV,228.0,228.0
Apr-22,Nissan,MAGNITE,2.0K,2.0K
Apr-22,Nissan,KICKS,144.0,144.0
Apr-22,Renault,KWID,2.1K,2.1K
Apr-22,Renault,KIGER,2.6K,2.6K
Apr-22,Renault,TRIBER,2.9K,2.9K
Apr-22,Skoda,Octavia,147.0,147.0
Apr-22,Skoda,KUSHAQ,2.4K,2.4K
Apr-22,Skoda,SLAVIA,2.4K,2.4K
Apr-22,Skoda,KODIAQ,87.0,87.0
Apr-22,Skoda,SUPERB,74.0,74.0
Apr-22,Tata,Tiago,5.1K,5.1K
Apr-22,Tata,PUNCH,10.1K,10.1K
Apr-22,Tata,ALTROZ,4.3K,4.3K
Apr-22,Tata,TIGOR,3.8K,3.8K
Apr-22,Tata,NEXON,13.5K,13.5K
Apr-22,Tata,SAFARI,2.1K,2.1K
Apr-22,Tata,HARRIER,2.8K,2.8K
Apr-22,Toyota,Innova + Hycross,6.4K,6.4K
Apr-22,Toyota,URBAN CRUISER,3.5K,3.5K
Apr-22,Toyota,GLANZA,2.6K,2.6K
Apr-22,Toyota,Fortuner,2.0K,2.0K
Apr-22,Toyota,Camry,129.0,129.0
Apr-22,Toyota,HILUX,308.0,308.0
Apr-22,Toyota,VELLFIRE,105.0,105.0
Apr-22,Volkswagen,Polo,728.0,728.0
Apr-22,Volkswagen,Vento,57.0,57.0
Apr-22,Volkswagen,TAIGUN,2.6K,2.6K
Apr-22,Volkswagen,TIGUAN,131.0,131.0
Apr-22,Grand Total,Grand Total,2.9L,2.9L
