date,company,model,monthly_sales,total_sales
Feb-24,Citroen,C3,211.0,211.0
Feb-24,Citroen,Ë C3,83.0,83.0
Feb-24,Citroen,C3 Aircross,127.0,127.0
Feb-24,Fiat,COMPASS,204.0,204.0
Feb-24,Fiat,Meridian,127.0,127.0
Feb-24,Honda,Amaze,2.8K,2.8K
Feb-24,Honda,City,1.2K,1.2K
Feb-24,Honda,ELEVATE,3.2K,3.2K
Feb-24,Hyundai,Grand i10,4.9K,4.9K
Feb-24,Hyundai,i20 Elite,5.1K,5.1K
Feb-24,Hyundai,Xcent/Aura,5.1K,5.1K
Feb-24,Hyundai,EXTER,7.6K,7.6K
Feb-24,Hyundai,Venue,8.9K,8.9K
Feb-24,Hyundai,Creta,15.3K,15.3K
Feb-24,Hyundai,Verna,1.7K,1.7K
Feb-24,Hyundai,ALCAZAR,1.3K,1.3K
Feb-24,Hyundai,Tucson,157.0,157.0
Feb-24,Hyundai,KONA,86.0,86.0
Feb-24,Hyundai,IONIQ 5,66.0,66.0
Feb-24,Kia,SELTOS,6.3K,6.3K
Feb-24,Kia,SONET,9.1K,9.1K
Feb-24,Kia,CARENS,4.8K,4.8K
Feb-24,Kia,EV6,1.0,1.0
Feb-24,Mahindra,XUV 700,6.5K,6.5K
Feb-24,Mahindra,Bolero,10.1K,10.1K
Feb-24,Mahindra,Thar,5.8K,5.8K
Feb-24,Mahindra,XUV 300,4.2K,4.2K
Feb-24,Mahindra,XUV 400,610.0,610.0
Feb-24,Mahindra,Marazzo,51.0,51.0
Feb-24,Mahindra,Scorpio,15.1K,15.1K
Feb-24,Maruti,Alto,11.7K,11.7K
Feb-24,Maruti,Eeco,12.1K,12.1K
Feb-24,Maruti,S Presso,3.1K,3.1K
Feb-24,Maruti,Wagon R,19.4K,19.4K
Feb-24,Maruti,IGNIS,2.1K,2.1K
Feb-24,Maruti,Ertiga,15.5K,15.5K
Feb-24,Maruti,XL6,4.1K,4.1K
Feb-24,Maruti,CELERIO,3.6K,3.6K
Feb-24,Maruti,Vitara Brezza,15.8K,15.8K
Feb-24,Maruti,Swift,13.2K,13.2K
Feb-24,Maruti,Baleno,17.5K,17.5K
Feb-24,Maruti,FRONX,14.2K,14.2K
Feb-24,Maruti,JIMNY,322.0,322.0
Feb-24,Maruti,INVICTO,366.0,366.0
Feb-24,Maruti,DZIRE,15.8K,15.8K
Feb-24,Maruti,Ciaz,481.0,481.0
Feb-24,Maruti,Grand Vitara,11.0K,11.0K
Feb-24,Morris Garage,Hector,1.8K,1.8K
Feb-24,Morris Garage,Gloster,168.0,168.0
Feb-24,Morris Garage,Astor,1.0K,1.0K
Feb-24,Morris Garage,COMET,920.0,920.0
Feb-24,Morris Garage,ZS EV,582.0,582.0
Feb-24,Nissan,MAGNITE,2.8K,2.8K
Feb-24,Renault,KWID,828.0,828.0
Feb-24,Renault,KIGER,1.0K,1.0K
Feb-24,Renault,TRIBER,2.2K,2.2K
Feb-24,Skoda,KUSHAQ,1.1K,1.1K
Feb-24,Skoda,SLAVIA,1.0K,1.0K
Feb-24,Skoda,KODIAQ,89.0,89.0
Feb-24,Tata,Tiago,6.9K,6.9K
Feb-24,Tata,PUNCH,18.4K,18.4K
Feb-24,Tata,ALTROZ,4.6K,4.6K
Feb-24,Tata,TIGOR,1.7K,1.7K
Feb-24,Tata,NEXON,14.4K,14.4K
Feb-24,Tata,SAFARI,2.6K,2.6K
Feb-24,Tata,HARRIER,2.6K,2.6K
Feb-24,Toyota,Innova + Hycross,8.5K,8.5K
Feb-24,Toyota,GLANZA,4.6K,4.6K
Feb-24,Toyota,Fortuner,3.4K,3.4K
Feb-24,Toyota,Camry,210.0,210.0
Feb-24,Toyota,RUMION,730.0,730.0
Feb-24,Toyota,HYRYDER,5.6K,5.6K
Feb-24,Toyota,HILUX,245.0,245.0
Feb-24,Toyota,VELLFIRE,57.0,57.0
Feb-24,Volkswagen,VIRTUS,1.6K,1.6K
Feb-24,Volkswagen,TAIGUN,1.3K,1.3K
Feb-24,Volkswagen,TIGUAN,102.0,102.0
Feb-24,Grand Total,Grand Total,3.7L,3.7L
