date,company,model,monthly_sales,total_sales
Jul-22,Citroen,C3,550.0,550.0
Jul-22,Citroen,C5 Aircross,25.0,25.0
Jul-22,Fiat,COMPASS,710.0,710.0
Jul-22,Fiat,Meridian,440.0,440.0
Jul-22,Honda,Amaze,2.8K,2.8K
Jul-22,Honda,Jazz,341.0,341.0
Jul-22,Honda,City,3.1K,3.1K
Jul-22,Honda,WRV,527.0,527.0
Jul-22,Hyundai,Santro,3.0,3.0
Jul-22,Hyundai,Grand i10,10.0K,10.0K
Jul-22,Hyundai,i20 Elite,6.9K,6.9K
Jul-22,Hyundai,Xcent/Aura,4.0K,4.0K
Jul-22,Hyundai,Venue,12.0K,12.0K
Jul-22,Hyundai,Creta,12.6K,12.6K
Jul-22,Hyundai,Verna,1.9K,1.9K
Jul-22,Hyundai,ALCAZAR,2.9K,2.9K
Jul-22,Hyundai,Tucson,170.0,170.0
Jul-22,Hyundai,KONA,53.0,53.0
Jul-22,Kia,SELTOS,8.5K,8.5K
Jul-22,Kia,SONET,7.2K,7.2K
Jul-22,Kia,CARENS,6.0K,6.0K
Jul-22,Kia,CARNIVAL,288.0,288.0
Jul-22,Mahindra,Verito,8.0,8.0
Jul-22,Mahindra,XUV 700,6.3K,6.3K
Jul-22,Mahindra,Bolero,7.9K,7.9K
Jul-22,Mahindra,Thar,3.6K,3.6K
Jul-22,Mahindra,XUV 300,5.9K,5.9K
Jul-22,Mahindra,Marazzo,213.0,213.0
Jul-22,Mahindra,Alturas G4,91.0,91.0
Jul-22,Mahindra,Scorpio,3.8K,3.8K
Jul-22,Maruti,Alto,9.1K,9.1K
Jul-22,Maruti,Eeco,13.0K,13.0K
Jul-22,Maruti,S Presso,11.3K,11.3K
Jul-22,Maruti,Wagon R,22.6K,22.6K
Jul-22,Maruti,IGNIS,6.1K,6.1K
Jul-22,Maruti,Ertiga,9.7K,9.7K
Jul-22,Maruti,XL6,3.9K,3.9K
Jul-22,Maruti,CELERIO,6.9K,6.9K
Jul-22,Maruti,Vitara Brezza,9.7K,9.7K
Jul-22,Maruti,Swift,17.5K,17.5K
Jul-22,Maruti,Baleno,18.0K,18.0K
Jul-22,Maruti,DZIRE,13.7K,13.7K
Jul-22,Maruti,Ciaz,1.4K,1.4K
Jul-22,Morris Garage,Hector,2.0K,2.0K
Jul-22,Morris Garage,Gloster,252.0,252.0
Jul-22,Morris Garage,Astor,1.4K,1.4K
Jul-22,Morris Garage,ZS EV,411.0,411.0
Jul-22,Nissan,MAGNITE,3.6K,3.6K
Jul-22,Nissan,KICKS,84.0,84.0
Jul-22,Renault,KWID,1.3K,1.3K
Jul-22,Renault,KIGER,2.6K,2.6K
Jul-22,Renault,TRIBER,3.2K,3.2K
Jul-22,Skoda,Octavia,231.0,231.0
Jul-22,Skoda,KUSHAQ,2.1K,2.1K
Jul-22,Skoda,SLAVIA,1.9K,1.9K
Jul-22,Skoda,KODIAQ,110.0,110.0
Jul-22,Skoda,SUPERB,147.0,147.0
Jul-22,Tata,Tiago,6.2K,6.2K
Jul-22,Tata,PUNCH,11.0K,11.0K
Jul-22,Tata,ALTROZ,5.7K,5.7K
Jul-22,Tata,TIGOR,5.4K,5.4K
Jul-22,Tata,NEXON,14.2K,14.2K
Jul-22,Tata,SAFARI,1.8K,1.8K
Jul-22,Tata,HARRIER,3.3K,3.3K
Jul-22,Toyota,Innova + Hycross,6.9K,6.9K
Jul-22,Toyota,URBAN CRUISER,6.7K,6.7K
Jul-22,Toyota,GLANZA,3.0K,3.0K
Jul-22,Toyota,Fortuner,3.0K,3.0K
Jul-22,Toyota,Camry,63.0,63.0
Jul-22,Toyota,HILUX,2.0,2.0
Jul-22,Toyota,VELLFIRE,44.0,44.0
Jul-22,Volkswagen,Polo,3.0,3.0
Jul-22,Volkswagen,Vento,42.0,42.0
Jul-22,Volkswagen,VIRTUS,1.3K,1.3K
Jul-22,Volkswagen,TAIGUN,1.4K,1.4K
Jul-22,Volkswagen,TIGUAN,124.0,124.0
Jul-22,Grand Total,Grand Total,3.4L,3.4L
