date,company,model,monthly_sales,total_sales
Nov-24,Citroen,C3,200.0,200.0
Nov-24,Citroen,Ë C3,61.0,61.0
Nov-24,Citroen,C3 Aircross,201.0,201.0
Nov-24,Citroen,Basalt,47.0,47.0
Nov-24,Fiat,COMPASS,188.0,188.0
Nov-24,Fiat,Meridian,173.0,173.0
Nov-24,Honda,Amaze,2.6K,2.6K
Nov-24,Honda,City,709.0,709.0
Nov-24,Honda,ELEVATE,1.7K,1.7K
Nov-24,Hyundai,Grand i10,5.7K,5.7K
Nov-24,Hyundai,i20 Elite,3.9K,3.9K
Nov-24,Hyundai,Xcent/Aura,4.2K,4.2K
Nov-24,Hyundai,EXTER,5.7K,5.7K
Nov-24,Hyundai,Venue,9.8K,9.8K
Nov-24,Hyundai,Creta,15.5K,15.5K
Nov-24,Hyundai,Verna,1.2K,1.2K
Nov-24,Hyundai,ALCAZAR,2.1K,2.1K
Nov-24,Hyundai,Tucson,84.0,84.0
Nov-24,Hyundai,IONIQ 5,22.0,22.0
Nov-24,Kia,SELTOS,5.4K,5.4K
Nov-24,Kia,SONET,9.3K,9.3K
Nov-24,Kia,CARENS,5.7K,5.7K
Nov-24,Kia,EV6,68.0,68.0
Nov-24,Kia,CARNIVAL,241.0,241.0
Nov-24,Mahindra,XUV 700,9.1K,9.1K
Nov-24,Mahindra,Bolero,7.0K,7.0K
Nov-24,Mahindra,Thar,8.7K,8.7K
Nov-24,Mahindra,XUV 300,7.7K,7.7K
Nov-24,Mahindra,XUV 400,1.0K,1.0K
Nov-24,Mahindra,Marazzo,9.0,9.0
Nov-24,Mahindra,Scorpio,12.7K,12.7K
Nov-24,Maruti,Alto,7.5K,7.5K
Nov-24,Maruti,Eeco,10.6K,10.6K
Nov-24,Maruti,S Presso,2.3K,2.3K
Nov-24,Maruti,Wagon R,14.0K,14.0K
Nov-24,Maruti,IGNIS,2.2K,2.2K
Nov-24,Maruti,Ertiga,15.2K,15.2K
Nov-24,Maruti,XL6,2.5K,2.5K
Nov-24,Maruti,CELERIO,2.4K,2.4K
Nov-24,Maruti,Vitara Brezza,14.9K,14.9K
Nov-24,Maruti,Swift,14.7K,14.7K
Nov-24,Maruti,Baleno,16.3K,16.3K
Nov-24,Maruti,FRONX,14.9K,14.9K
Nov-24,Maruti,JIMNY,988.0,988.0
Nov-24,Maruti,INVICTO,434.0,434.0
Nov-24,Maruti,DZIRE,11.8K,11.8K
Nov-24,Maruti,Ciaz,597.0,597.0
Nov-24,Maruti,Grand Vitara,10.1K,10.1K
Nov-24,Morris Garage,Hector,1.1K,1.1K
Nov-24,Morris Garage,Gloster,138.0,138.0
Nov-24,Morris Garage,Astor,548.0,548.0
Nov-24,Morris Garage,COMET,600.0,600.0
Nov-24,Morris Garage,WINDSOR,3.1K,3.1K
Nov-24,Morris Garage,ZS EV,483.0,483.0
Nov-24,Nissan,MAGNITE,2.3K,2.3K
Nov-24,Renault,KWID,546.0,546.0
Nov-24,Renault,KIGER,779.0,779.0
Nov-24,Renault,TRIBER,1.5K,1.5K
Nov-24,Skoda,KUSHAQ,1.5K,1.5K
Nov-24,Skoda,SLAVIA,1.1K,1.1K
Nov-24,Skoda,KODIAQ,225.0,225.0
Nov-24,Skoda,SUPERB,6.0,6.0
Nov-24,Tata,Tiago,5.3K,5.3K
Nov-24,Tata,PUNCH,15.4K,15.4K
Nov-24,Tata,ALTROZ,2.1K,2.1K
Nov-24,Tata,TIGOR,859.0,859.0
Nov-24,Tata,NEXON,15.3K,15.3K
Nov-24,Tata,SAFARI,1.6K,1.6K
Nov-24,Tata,HARRIER,1.4K,1.4K
Nov-24,Tata,CURVV,5.1K,5.1K
Nov-24,Toyota,Innova + Hycross,7.9K,7.9K
Nov-24,Toyota,Taisor,3.6K,3.6K
Nov-24,Toyota,GLANZA,3.8K,3.8K
Nov-24,Toyota,Fortuner,2.9K,2.9K
Nov-24,Toyota,Camry,130.0,130.0
Nov-24,Toyota,RUMION,1.8K,1.8K
Nov-24,Toyota,HYRYDER,4.9K,4.9K
Nov-24,Toyota,HILUX,149.0,149.0
Nov-24,Toyota,VELLFIRE,86.0,86.0
Nov-24,Volkswagen,VIRTUS,1.5K,1.5K
Nov-24,Volkswagen,TAIGUN,1.5K,1.5K
Nov-24,Volkswagen,TIGUAN,79.0,79.0
Nov-24,Grand Total,Grand Total,3.5L,3.5L
