date,company,model,monthly_sales,total_sales
Dec-22,Citroen,C3,913.0,913.0
Dec-22,Citroen,C5 Aircross,19.0,19.0
Dec-22,Fiat,COMPASS,484.0,484.0
Dec-22,Fiat,Meridian,285.0,285.0
Dec-22,Honda,Amaze,3.6K,3.6K
Dec-22,Honda,Jazz,3.0,3.0
Dec-22,Honda,City,3.1K,3.1K
Dec-22,Honda,WRV,359.0,359.0
Dec-22,Hyundai,Grand i10,8.3K,8.3K
Dec-22,Hyundai,i20 Elite,4.7K,4.7K
Dec-22,Hyundai,Xcent/Aura,4.2K,4.2K
Dec-22,Hyundai,Venue,8.3K,8.3K
Dec-22,Hyundai,Creta,10.2K,10.2K
Dec-22,Hyundai,Verna,1.5K,1.5K
Dec-22,Hyundai,ALCAZAR,1.5K,1.5K
Dec-22,Hyundai,Tucson,12.0,12.0
Dec-22,Hyundai,KONA,120.0,120.0
Dec-22,Kia,SELTOS,6.0K,6.0K
Dec-22,Kia,SONET,5.8K,5.8K
Dec-22,Kia,CARENS,3.2K,3.2K
Dec-22,Kia,EV6,134.0,134.0
Dec-22,Kia,CARNIVAL,88.0,88.0
Dec-22,Mahindra,KUV 100,1.0,1.0
Dec-22,Mahindra,XUV 700,5.6K,5.6K
Dec-22,Mahindra,Bolero,7.3K,7.3K
Dec-22,Mahindra,Thar,3.4K,3.4K
Dec-22,Mahindra,XUV 300,4.8K,4.8K
Dec-22,Mahindra,Marazzo,171.0,171.0
Dec-22,Mahindra,Scorpio,7.0K,7.0K
Dec-22,Maruti,Alto,8.6K,8.6K
Dec-22,Maruti,Eeco,10.6K,10.6K
Dec-22,Maruti,S Presso,1.1K,1.1K
Dec-22,Maruti,Wagon R,10.2K,10.2K
Dec-22,Maruti,IGNIS,5.2K,5.2K
Dec-22,Maruti,Ertiga,12.3K,12.3K
Dec-22,Maruti,XL6,3.4K,3.4K
Dec-22,Maruti,CELERIO,1.1K,1.1K
Dec-22,Maruti,Vitara Brezza,11.2K,11.2K
Dec-22,Maruti,Swift,12.1K,12.1K
Dec-22,Maruti,Baleno,16.9K,16.9K
Dec-22,Maruti,DZIRE,12.0K,12.0K
Dec-22,Maruti,Ciaz,1.2K,1.2K
Dec-22,Maruti,Grand Vitara,6.2K,6.2K
Dec-22,Morris Garage,Hector,1.6K,1.6K
Dec-22,Morris Garage,Gloster,111.0,111.0
Dec-22,Morris Garage,Astor,1.7K,1.7K
Dec-22,Morris Garage,ZS EV,526.0,526.0
Dec-22,Nissan,MAGNITE,2.0K,2.0K
Dec-22,Renault,KWID,1.8K,1.8K
Dec-22,Renault,KIGER,2.1K,2.1K
Dec-22,Renault,TRIBER,2.2K,2.2K
Dec-22,Skoda,Octavia,129.0,129.0
Dec-22,Skoda,KUSHAQ,2.2K,2.2K
Dec-22,Skoda,SLAVIA,2.3K,2.3K
Dec-22,Skoda,KODIAQ,107.0,107.0
Dec-22,Skoda,SUPERB,110.0,110.0
Dec-22,Tata,Tiago,6.1K,6.1K
Dec-22,Tata,PUNCH,10.6K,10.6K
Dec-22,Tata,ALTROZ,4.1K,4.1K
Dec-22,Tata,TIGOR,3.7K,3.7K
Dec-22,Tata,NEXON,12.1K,12.1K
Dec-22,Tata,SAFARI,1.5K,1.5K
Dec-22,Tata,HARRIER,2.1K,2.1K
Dec-22,Toyota,Innova + Hycross,36.0,36.0
Dec-22,Toyota,GLANZA,4.5K,4.5K
Dec-22,Toyota,Fortuner,1.6K,1.6K
Dec-22,Toyota,Camry,71.0,71.0
Dec-22,Toyota,HYRYDER,4.2K,4.2K
Dec-22,Toyota,HILUX,5.0,5.0
Dec-22,Toyota,VELLFIRE,40.0,40.0
Dec-22,Volkswagen,VIRTUS,1.9K,1.9K
Dec-22,Volkswagen,TAIGUN,2.7K,2.7K
Dec-22,Volkswagen,TIGUAN,130.0,130.0
Dec-22,Grand Total,Grand Total,2.8L,2.8L
