date,company,model,monthly_sales,total_sales
Aug-20,Fiat,COMPASS,468.0,468.0
Aug-20,Ford,Figo,186.0,186.0
Aug-20,Ford,FREESTYLE,720.0,720.0
Aug-20,Ford,Aspire,431.0,431.0
Aug-20,Ford,Ecosport,2.8K,2.8K
Aug-20,Ford,Endeavour,637.0,637.0
Aug-20,Honda,Amaze,3.7K,3.7K
Aug-20,Honda,Jazz,583.0,583.0
Aug-20,Honda,City,2.3K,2.3K
Aug-20,Honda,WRV,729.0,729.0
Aug-20,Honda,Civic,204.0,204.0
Aug-20,Honda,CR-V,10.0,10.0
Aug-20,Hyundai,Santro,2.4K,2.4K
Aug-20,Hyundai,Grand i10,10.2K,10.2K
Aug-20,Hyundai,i20 Elite,7.8K,7.8K
Aug-20,Hyundai,Xcent/Aura,3.2K,3.2K
Aug-20,Hyundai,Venue,8.3K,8.3K
Aug-20,Hyundai,Creta,11.8K,11.8K
Aug-20,Hyundai,Verna,2.0K,2.0K
Aug-20,Hyundai,Elantra,26.0,26.0
Aug-20,Hyundai,Tucson,139.0,139.0
Aug-20,Hyundai,KONA,26.0,26.0
Aug-20,Kia,SELTOS,10.7K,10.7K
Aug-20,Kia,CARNIVAL,198.0,198.0
Aug-20,Mahindra,KUV 100,48.0,48.0
Aug-20,Mahindra,Bolero,5.5K,5.5K
Aug-20,Mahindra,XUV 300,3.0K,3.0K
Aug-20,Mahindra,Marazzo,635.0,635.0
Aug-20,Mahindra,Alturas G4,1.0,1.0
Aug-20,Mahindra,Scorpio,3.3K,3.3K
Aug-20,Mahindra,XUV 500,919.0,919.0
Aug-20,Maruti,Alto,14.4K,14.4K
Aug-20,Maruti,Eeco,9.1K,9.1K
Aug-20,Maruti,S Presso,5.3K,5.3K
Aug-20,Maruti,Wagon R,13.8K,13.8K
Aug-20,Maruti,IGNIS,3.3K,3.3K
Aug-20,Maruti,Ertiga,9.3K,9.3K
Aug-20,Maruti,XL6,1.8K,1.8K
Aug-20,Maruti,CELERIO,5.7K,5.7K
Aug-20,Maruti,Vitara Brezza,6.9K,6.9K
Aug-20,Maruti,Swift,14.9K,14.9K
Aug-20,Maruti,Baleno,10.7K,10.7K
Aug-20,Maruti,DZIRE,13.6K,13.6K
Aug-20,Maruti,S-Cross,2.5K,2.5K
Aug-20,Maruti,Ciaz,1.2K,1.2K
Aug-20,Maruti,Gypsy,452.0,452.0
Aug-20,Morris Garage,Hector,2.7K,2.7K
Aug-20,Morris Garage,ZS EV,119.0,119.0
Aug-20,Nissan,Redi-GO,501.0,501.0
Aug-20,Nissan,GO,52.0,52.0
Aug-20,Nissan,GO+,65.0,65.0
Aug-20,Nissan,KICKS,192.0,192.0
Aug-20,Renault,KWID,3.7K,3.7K
Aug-20,Renault,TRIBER,3.9K,3.9K
Aug-20,Renault,Duster,477.0,477.0
Aug-20,Skoda,Octavia,9.0,9.0
Aug-20,Skoda,Rapid,697.0,697.0
Aug-20,Skoda,Karoq,175.0,175.0
Aug-20,Skoda,SUPERB,122.0,122.0
Aug-20,Tata,Tiago,5.7K,5.7K
Aug-20,Tata,ALTROZ,5.0K,5.0K
Aug-20,Tata,TIGOR,1.0K,1.0K
Aug-20,Tata,NEXON,5.2K,5.2K
Aug-20,Tata,HARRIER,1.7K,1.7K
Aug-20,Toyota,Innova + Hycross,2.9K,2.9K
Aug-20,Toyota,YARIS,438.0,438.0
Aug-20,Toyota,GLANZA,1.4K,1.4K
Aug-20,Toyota,Fortuner,733.0,733.0
Aug-20,Toyota,Camry,7.0,7.0
Aug-20,Toyota,VELLFIRE,16.0,16.0
Aug-20,Volkswagen,Polo,1.0K,1.0K
Aug-20,Volkswagen,Vento,172.0,172.0
Aug-20,Volkswagen,T-ROC,227.0,227.0
Aug-20,Volkswagen,TIGUAN,63.0,63.0
Aug-20,Grand Total,Grand Total,2.3L,2.3L
