date,company,model,monthly_sales,total_sales
Feb-22,Citroen,C5 Aircross,59.0,59.0
Feb-22,Fiat,COMPASS,1.0K,1.0K
Feb-22,Honda,Amaze,3.4K,3.4K
Feb-22,Honda,Jazz,457.0,457.0
Feb-22,Honda,City,2.8K,2.8K
Feb-22,Honda,WRV,489.0,489.0
Feb-22,Hyundai,Santro,2.4K,2.4K
Feb-22,Hyundai,Grand i10,8.6K,8.6K
Feb-22,Hyundai,i20 Elite,5.8K,5.8K
Feb-22,Hyundai,Xcent/Aura,3.7K,3.7K
Feb-22,Hyundai,Venue,10.2K,10.2K
Feb-22,Hyundai,Creta,9.6K,9.6K
Feb-22,Hyundai,Verna,1.1K,1.1K
Feb-22,Hyundai,ALCAZAR,2.5K,2.5K
Feb-22,Hyundai,Tucson,172.0,172.0
Feb-22,Hyundai,KONA,43.0,43.0
Feb-22,Kia,SELTOS,6.6K,6.6K
Feb-22,Kia,SONET,6.2K,6.2K
Feb-22,Kia,CARENS,5.1K,5.1K
Feb-22,Kia,CARNIVAL,283.0,283.0
Feb-22,Mahindra,Verito,12.0,12.0
Feb-22,Mahindra,KUV 100,1.0,1.0
Feb-22,Mahindra,XUV 700,4.1K,4.1K
Feb-22,Mahindra,Bolero,11.0K,11.0K
Feb-22,Mahindra,Thar,5.1K,5.1K
Feb-22,Mahindra,XUV 300,4.5K,4.5K
Feb-22,Mahindra,Marazzo,147.0,147.0
Feb-22,Mahindra,Alturas G4,27.0,27.0
Feb-22,Mahindra,Scorpio,2.6K,2.6K
Feb-22,Maruti,Alto,11.6K,11.6K
Feb-22,Maruti,Eeco,9.2K,9.2K
Feb-22,Maruti,S Presso,8.1K,8.1K
Feb-22,Maruti,Wagon R,14.7K,14.7K
Feb-22,Maruti,IGNIS,4.0K,4.0K
Feb-22,Maruti,Ertiga,11.6K,11.6K
Feb-22,Maruti,XL6,3.3K,3.3K
Feb-22,Maruti,CELERIO,9.9K,9.9K
Feb-22,Maruti,Vitara Brezza,9.3K,9.3K
Feb-22,Maruti,Swift,19.2K,19.2K
Feb-22,Maruti,Baleno,12.6K,12.6K
Feb-22,Maruti,DZIRE,17.4K,17.4K
Feb-22,Maruti,S-Cross,1.2K,1.2K
Feb-22,Maruti,Ciaz,1.9K,1.9K
Feb-22,Morris Garage,Hector,2.1K,2.1K
Feb-22,Morris Garage,Gloster,151.0,151.0
Feb-22,Morris Garage,Astor,2.3K,2.3K
Feb-22,Nissan,Redi-GO,239.0,239.0
Feb-22,Nissan,MAGNITE,2.1K,2.1K
Feb-22,Nissan,KICKS,158.0,158.0
Feb-22,Renault,KWID,1.9K,1.9K
Feb-22,Renault,KIGER,2.2K,2.2K
Feb-22,Renault,TRIBER,2.4K,2.4K
Feb-22,Skoda,Octavia,168.0,168.0
Feb-22,Skoda,KUSHAQ,2.3K,2.3K
Feb-22,Skoda,SLAVIA,1.9K,1.9K
Feb-22,Skoda,KODIAQ,67.0,67.0
Feb-22,Skoda,SUPERB,99.0,99.0
Feb-22,Tata,Tiago,4.5K,4.5K
Feb-22,Tata,PUNCH,9.6K,9.6K
Feb-22,Tata,ALTROZ,5.0K,5.0K
Feb-22,Tata,TIGOR,4.1K,4.1K
Feb-22,Tata,NEXON,12.3K,12.3K
Feb-22,Tata,SAFARI,1.9K,1.9K
Feb-22,Tata,HARRIER,2.6K,2.6K
Feb-22,Toyota,Innova + Hycross,4.3K,4.3K
Feb-22,Toyota,URBAN CRUISER,2.4K,2.4K
Feb-22,Toyota,Fortuner,1.8K,1.8K
Feb-22,Toyota,Camry,161.0,161.0
Feb-22,Toyota,VELLFIRE,31.0,31.0
Feb-22,Volkswagen,Polo,1.2K,1.2K
Feb-22,Volkswagen,Vento,277.0,277.0
Feb-22,Volkswagen,TAIGUN,2.4K,2.4K
Feb-22,Volkswagen,TIGUAN,130.0,130.0
Feb-22,Grand Total,Grand Total,3.0L,3.0L
