date,company,model,monthly_sales,total_sales
Sep-24,Citroen,C3,300.0,300.0
Sep-24,Citroen,Ë C3,28.0,28.0
Sep-24,Citroen,C3 Aircross,41.0,41.0
Sep-24,Citroen,Basalt,341.0,341.0
Sep-24,Citroen,C5 Aircross,1.0,1.0
Sep-24,Fiat,COMPASS,310.0,310.0
Sep-24,Fiat,Meridian,55.0,55.0
Sep-24,Honda,Amaze,2.8K,2.8K
Sep-24,Honda,City,895.0,895.0
Sep-24,Honda,ELEVATE,2.0K,2.0K
Sep-24,Hyundai,Grand i10,5.1K,5.1K
Sep-24,Hyundai,i20 Elite,4.4K,4.4K
Sep-24,Hyundai,Xcent/Aura,4.5K,4.5K
Sep-24,Hyundai,EXTER,6.9K,6.9K
Sep-24,Hyundai,Venue,10.3K,10.3K
Sep-24,Hyundai,Creta,15.9K,15.9K
Sep-24,Hyundai,Verna,1.2K,1.2K
Sep-24,Hyundai,ALCAZAR,2.7K,2.7K
Sep-24,Hyundai,Tucson,98.0,98.0
Sep-24,Hyundai,IONIQ 5,31.0,31.0
Sep-24,Kia,SELTOS,7.0K,7.0K
Sep-24,Kia,SONET,10.3K,10.3K
Sep-24,Kia,CARENS,6.2K,6.2K
Sep-24,Kia,EV6,12.0,12.0
Sep-24,Mahindra,XUV 700,9.6K,9.6K
Sep-24,Mahindra,Bolero,8.2K,8.2K
Sep-24,Mahindra,Thar,8.8K,8.8K
Sep-24,Mahindra,XUV 300,9.0K,9.0K
Sep-24,Mahindra,XUV 400,948.0,948.0
Sep-24,Mahindra,Marazzo,7.0,7.0
Sep-24,Mahindra,Scorpio,14.4K,14.4K
Sep-24,Maruti,Alto,8.7K,8.7K
Sep-24,Maruti,Eeco,11.9K,11.9K
Sep-24,Maruti,S Presso,1.7K,1.7K
Sep-24,Maruti,Wagon R,13.3K,13.3K
Sep-24,Maruti,IGNIS,2.5K,2.5K
Sep-24,Maruti,Ertiga,17.4K,17.4K
Sep-24,Maruti,XL6,3.7K,3.7K
Sep-24,Maruti,CELERIO,3.2K,3.2K
Sep-24,Maruti,Vitara Brezza,15.3K,15.3K
Sep-24,Maruti,Swift,16.2K,16.2K
Sep-24,Maruti,Baleno,14.3K,14.3K
Sep-24,Maruti,FRONX,13.9K,13.9K
Sep-24,Maruti,JIMNY,599.0,599.0
Sep-24,Maruti,INVICTO,312.0,312.0
Sep-24,Maruti,DZIRE,10.9K,10.9K
Sep-24,Maruti,Ciaz,662.0,662.0
Sep-24,Maruti,Grand Vitara,10.3K,10.3K
Sep-24,Morris Garage,Hector,1.4K,1.4K
Sep-24,Morris Garage,Gloster,200.0,200.0
Sep-24,Morris Garage,Astor,760.0,760.0
Sep-24,Morris Garage,COMET,1.3K,1.3K
Sep-24,Morris Garage,ZS EV,980.0,980.0
Sep-24,Nissan,X-Trail,13.0,13.0
Sep-24,Nissan,MAGNITE,2.1K,2.1K
Sep-24,Renault,KWID,691.0,691.0
Sep-24,Renault,KIGER,988.0,988.0
Sep-24,Renault,TRIBER,1.5K,1.5K
Sep-24,Skoda,KUSHAQ,1.8K,1.8K
Sep-24,Skoda,SLAVIA,1.4K,1.4K
Sep-24,Skoda,KODIAQ,140.0,140.0
Sep-24,Skoda,SUPERB,3.0,3.0
Sep-24,Tata,Tiago,4.2K,4.2K
Sep-24,Tata,PUNCH,13.7K,13.7K
Sep-24,Tata,ALTROZ,2.8K,2.8K
Sep-24,Tata,TIGOR,894.0,894.0
Sep-24,Tata,NEXON,11.5K,11.5K
Sep-24,Tata,SAFARI,1.6K,1.6K
Sep-24,Tata,HARRIER,1.6K,1.6K
Sep-24,Tata,CURVV,4.8K,4.8K
Sep-24,Toyota,Innova + Hycross,8.1K,8.1K
Sep-24,Toyota,Taisor,2.3K,2.3K
Sep-24,Toyota,GLANZA,3.2K,3.2K
Sep-24,Toyota,Fortuner,2.5K,2.5K
Sep-24,Toyota,Camry,127.0,127.0
Sep-24,Toyota,RUMION,2.0K,2.0K
Sep-24,Toyota,HYRYDER,5.4K,5.4K
Sep-24,Toyota,HILUX,186.0,186.0
Sep-24,Toyota,VELLFIRE,87.0,87.0
Sep-24,Volkswagen,VIRTUS,1.7K,1.7K
Sep-24,Volkswagen,TAIGUN,1.6K,1.6K
Sep-24,Volkswagen,TIGUAN,86.0,86.0
Sep-24,Grand Total,Grand Total,3.6L,3.6L
