date,company,model,monthly_sales,total_sales
Aug-24,Citroen,C3,507.0,507.0
Aug-24,Citroen,Ë C3,150.0,150.0
Aug-24,Citroen,C3 Aircross,38.0,38.0
Aug-24,Citroen,Basalt,579.0,579.0
Aug-24,Citroen,C5 Aircross,1.0,1.0
Aug-24,Fiat,COMPASS,280.0,280.0
Aug-24,Fiat,Meridian,60.0,60.0
Aug-24,Honda,Amaze,2.6K,2.6K
Aug-24,Honda,City,1.0K,1.0K
Aug-24,Honda,ELEVATE,1.7K,1.7K
Aug-24,Hyundai,Grand i10,5.4K,5.4K
Aug-24,Hyundai,i20 Elite,4.9K,4.9K
Aug-24,Hyundai,Xcent/Aura,4.3K,4.3K
Aug-24,Hyundai,EXTER,6.6K,6.6K
Aug-24,Hyundai,Venue,9.1K,9.1K
Aug-24,Hyundai,Creta,16.8K,16.8K
Aug-24,Hyundai,Verna,1.2K,1.2K
Aug-24,Hyundai,ALCAZAR,1.1K,1.1K
Aug-24,Hyundai,Tucson,125.0,125.0
Aug-24,Hyundai,IONIQ 5,40.0,40.0
Aug-24,Kia,SELTOS,6.5K,6.5K
Aug-24,Kia,SONET,10.1K,10.1K
Aug-24,Kia,CARENS,5.9K,5.9K
Aug-24,Kia,EV6,33.0,33.0
Aug-24,Mahindra,XUV 700,9.0K,9.0K
Aug-24,Mahindra,Bolero,6.5K,6.5K
Aug-24,Mahindra,Thar,4.3K,4.3K
Aug-24,Mahindra,XUV 300,9.0K,9.0K
Aug-24,Mahindra,XUV 400,713.0,713.0
Aug-24,Mahindra,Marazzo,8.0,8.0
Aug-24,Mahindra,Scorpio,13.8K,13.8K
Aug-24,Maruti,Alto,8.5K,8.5K
Aug-24,Maruti,Eeco,11.0K,11.0K
Aug-24,Maruti,S Presso,2.1K,2.1K
Aug-24,Maruti,Wagon R,16.4K,16.4K
Aug-24,Maruti,IGNIS,2.5K,2.5K
Aug-24,Maruti,Ertiga,18.6K,18.6K
Aug-24,Maruti,XL6,2.7K,2.7K
Aug-24,Maruti,CELERIO,3.2K,3.2K
Aug-24,Maruti,Vitara Brezza,19.2K,19.2K
Aug-24,Maruti,Swift,12.8K,12.8K
Aug-24,Maruti,Baleno,12.5K,12.5K
Aug-24,Maruti,FRONX,12.4K,12.4K
Aug-24,Maruti,JIMNY,592.0,592.0
Aug-24,Maruti,INVICTO,174.0,174.0
Aug-24,Maruti,DZIRE,10.6K,10.6K
Aug-24,Maruti,Ciaz,707.0,707.0
Aug-24,Maruti,Grand Vitara,9.0K,9.0K
Aug-24,Morris Garage,Hector,1.8K,1.8K
Aug-24,Morris Garage,Gloster,236.0,236.0
Aug-24,Morris Garage,Astor,937.0,937.0
Aug-24,Morris Garage,COMET,1.1K,1.1K
Aug-24,Morris Garage,ZS EV,484.0,484.0
Aug-24,Nissan,X-Trail,6.0,6.0
Aug-24,Nissan,MAGNITE,2.3K,2.3K
Aug-24,Renault,KWID,634.0,634.0
Aug-24,Renault,KIGER,870.0,870.0
Aug-24,Renault,TRIBER,1.5K,1.5K
Aug-24,Skoda,KUSHAQ,1.5K,1.5K
Aug-24,Skoda,SLAVIA,1.1K,1.1K
Aug-24,Skoda,KODIAQ,145.0,145.0
Aug-24,Skoda,SUPERB,3.0,3.0
Aug-24,Tata,Tiago,4.7K,4.7K
Aug-24,Tata,PUNCH,15.6K,15.6K
Aug-24,Tata,ALTROZ,3.0K,3.0K
Aug-24,Tata,TIGOR,1.1K,1.1K
Aug-24,Tata,NEXON,12.3K,12.3K
Aug-24,Tata,SAFARI,2.0K,2.0K
Aug-24,Tata,HARRIER,1.9K,1.9K
Aug-24,Tata,CURVV,3.5K,3.5K
Aug-24,Toyota,Innova + Hycross,9.7K,9.7K
Aug-24,Toyota,Taisor,3.2K,3.2K
Aug-24,Toyota,GLANZA,4.6K,4.6K
Aug-24,Toyota,Fortuner,2.3K,2.3K
Aug-24,Toyota,Camry,154.0,154.0
Aug-24,Toyota,RUMION,1.7K,1.7K
Aug-24,Toyota,HYRYDER,6.5K,6.5K
Aug-24,Toyota,HILUX,204.0,204.0
Aug-24,Toyota,VELLFIRE,114.0,114.0
Aug-24,Volkswagen,VIRTUS,1.9K,1.9K
Aug-24,Volkswagen,TAIGUN,1.6K,1.6K
Aug-24,Volkswagen,TIGUAN,73.0,73.0
Aug-24,Grand Total,Grand Total,3.5L,3.5L
