date,company,model,monthly_sales,total_sales
Aug-22,Citroen,C3,825.0,825.0
Aug-22,Citroen,C5 Aircross,25.0,25.0
Aug-22,Fiat,COMPASS,921.0,921.0
Aug-22,Fiat,Meridian,400.0,400.0
Aug-22,Honda,Amaze,3.4K,3.4K
Aug-22,Honda,Jazz,448.0,448.0
Aug-22,Honda,City,3.5K,3.5K
Aug-22,Honda,WRV,415.0,415.0
Aug-22,Hyundai,Grand i10,9.3K,9.3K
Aug-22,Hyundai,i20 Elite,7.6K,7.6K
Aug-22,Hyundai,Xcent/Aura,4.4K,4.4K
Aug-22,Hyundai,Venue,11.2K,11.2K
Aug-22,Hyundai,Creta,12.6K,12.6K
Aug-22,Hyundai,Verna,1.7K,1.7K
Aug-22,Hyundai,ALCAZAR,2.3K,2.3K
Aug-22,Hyundai,Tucson,343.0,343.0
Aug-22,Hyundai,KONA,102.0,102.0
Aug-22,Kia,SELTOS,8.7K,8.7K
Aug-22,Kia,SONET,7.8K,7.8K
Aug-22,Kia,CARENS,5.6K,5.6K
Aug-22,Kia,CARNIVAL,274.0,274.0
Aug-22,Mahindra,Verito,99.0,99.0
Aug-22,Mahindra,XUV 700,6.0K,6.0K
Aug-22,Mahindra,Bolero,8.2K,8.2K
Aug-22,Mahindra,Thar,3.8K,3.8K
Aug-22,Mahindra,XUV 300,4.3K,4.3K
Aug-22,Mahindra,Marazzo,45.0,45.0
Aug-22,Mahindra,Alturas G4,44.0,44.0
Aug-22,Mahindra,Scorpio,7.1K,7.1K
Aug-22,Maruti,Alto,14.4K,14.4K
Aug-22,Maruti,Eeco,12.0K,12.0K
Aug-22,Maruti,S Presso,7.8K,7.8K
Aug-22,Maruti,Wagon R,18.4K,18.4K
Aug-22,Maruti,IGNIS,5.7K,5.7K
Aug-22,Maruti,Ertiga,9.3K,9.3K
Aug-22,Maruti,XL6,2.4K,2.4K
Aug-22,Maruti,CELERIO,5.9K,5.9K
Aug-22,Maruti,Vitara Brezza,15.2K,15.2K
Aug-22,Maruti,Swift,11.3K,11.3K
Aug-22,Maruti,Baleno,18.4K,18.4K
Aug-22,Maruti,DZIRE,11.9K,11.9K
Aug-22,Maruti,Ciaz,1.5K,1.5K
Aug-22,Morris Garage,Hector,1.9K,1.9K
Aug-22,Morris Garage,Gloster,185.0,185.0
Aug-22,Morris Garage,Astor,1.3K,1.3K
Aug-22,Morris Garage,ZS EV,397.0,397.0
Aug-22,Nissan,MAGNITE,3.2K,3.2K
Aug-22,Nissan,KICKS,89.0,89.0
Aug-22,Renault,KWID,1.7K,1.7K
Aug-22,Renault,KIGER,2.6K,2.6K
Aug-22,Renault,TRIBER,2.7K,2.7K
Aug-22,Skoda,Octavia,119.0,119.0
Aug-22,Skoda,KUSHAQ,1.9K,1.9K
Aug-22,Skoda,SLAVIA,1.9K,1.9K
Aug-22,Skoda,KODIAQ,151.0,151.0
Aug-22,Skoda,SUPERB,135.0,135.0
Aug-22,Tata,Tiago,7.2K,7.2K
Aug-22,Tata,PUNCH,12.0K,12.0K
Aug-22,Tata,ALTROZ,5.0K,5.0K
Aug-22,Tata,TIGOR,3.5K,3.5K
Aug-22,Tata,NEXON,15.1K,15.1K
Aug-22,Tata,SAFARI,1.8K,1.8K
Aug-22,Tata,HARRIER,2.6K,2.6K
Aug-22,Toyota,Innova + Hycross,6.0K,6.0K
Aug-22,Toyota,URBAN CRUISER,3.1K,3.1K
Aug-22,Toyota,GLANZA,3.0K,3.0K
Aug-22,Toyota,Fortuner,2.6K,2.6K
Aug-22,Toyota,Camry,62.0,62.0
Aug-22,Toyota,HILUX,20.0,20.0
Aug-22,Toyota,VELLFIRE,118.0,118.0
Aug-22,Volkswagen,Vento,10.0,10.0
Aug-22,Volkswagen,VIRTUS,873.0,873.0
Aug-22,Volkswagen,TAIGUN,1.0K,1.0K
Aug-22,Volkswagen,TIGUAN,155.0,155.0
Aug-22,Grand Total,Grand Total,3.3L,3.3L
