date,company,model,monthly_sales,total_sales
Feb-25,Citroen,C3,110.0,110.0
Feb-25,Citroen,Ë C3,77.0,77.0
Feb-25,Citroen,C3 Aircross,43.0,43.0
Feb-25,Citroen,Basalt,37.0,37.0
Feb-25,Citroen,C5 Aircross,1.0,1.0
Feb-25,Fiat,COMPASS,120.0,120.0
Feb-25,Fiat,Meridian,133.0,133.0
Feb-25,Fiat,Grand Cherokee,12.0,12.0
Feb-25,Fiat,WRANGLER,28.0,28.0
Feb-25,Honda,Amaze,3.3K,3.3K
Feb-25,Honda,City,889.0,889.0
Feb-25,Honda,ELEVATE,1.5K,1.5K
Feb-25,Hyundai,Grand i10,4.9K,4.9K
Feb-25,Hyundai,i20 Elite,3.6K,3.6K
Feb-25,Hyundai,Xcent/Aura,4.8K,4.8K
Feb-25,Hyundai,EXTER,5.4K,5.4K
Feb-25,Hyundai,Venue,10.1K,10.1K
Feb-25,Hyundai,Creta,16.3K,16.3K
Feb-25,Hyundai,Verna,1.2K,1.2K
Feb-25,Hyundai,ALCAZAR,1.3K,1.3K
Feb-25,Hyundai,Tucson,73.0,73.0
Feb-25,Hyundai,IONIQ 5,16.0,16.0
Feb-25,Kia,SELTOS,6.4K,6.4K
Feb-25,Kia,SONET,7.6K,7.6K
Feb-25,Kia,CARENS,5.3K,5.3K
Feb-25,Kia,SYROS,5.4K,5.4K
Feb-25,Kia,CARNIVAL,239.0,239.0
Feb-25,Mahindra,XUV 700,7.5K,7.5K
Feb-25,Mahindra,Bolero,8.7K,8.7K
Feb-25,Mahindra,Thar,9.2K,9.2K
Feb-25,Mahindra,XUV 300,7.9K,7.9K
Feb-25,Mahindra,XUV 400,322.0,322.0
Feb-25,Mahindra,Marazzo,17.0,17.0
Feb-25,Mahindra,Scorpio,13.6K,13.6K
Feb-25,Mahindra,BE6,991.0,991.0
Feb-25,Mahindra,XE 9e,2.2K,2.2K
Feb-25,Maruti,Alto,8.5K,8.5K
Feb-25,Maruti,Eeco,11.5K,11.5K
Feb-25,Maruti,S Presso,1.7K,1.7K
Feb-25,Maruti,Wagon R,19.9K,19.9K
Feb-25,Maruti,IGNIS,2.4K,2.4K
Feb-25,Maruti,Ertiga,14.9K,14.9K
Feb-25,Maruti,XL6,1.9K,1.9K
Feb-25,Maruti,CELERIO,4.2K,4.2K
Feb-25,Maruti,Vitara Brezza,15.4K,15.4K
Feb-25,Maruti,Swift,16.3K,16.3K
Feb-25,Maruti,Baleno,15.5K,15.5K
Feb-25,Maruti,FRONX,21.5K,21.5K
Feb-25,Maruti,JIMNY,385.0,385.0
Feb-25,Maruti,INVICTO,380.0,380.0
Feb-25,Maruti,DZIRE,14.7K,14.7K
Feb-25,Maruti,Ciaz,1.1K,1.1K
Feb-25,Maruti,Grand Vitara,10.7K,10.7K
Feb-25,Morris Garage,Hector,515.0,515.0
Feb-25,Morris Garage,Gloster,102.0,102.0
Feb-25,Morris Garage,Astor,264.0,264.0
Feb-25,Morris Garage,COMET,291.0,291.0
Feb-25,Morris Garage,WINDSOR,2.4K,2.4K
Feb-25,Morris Garage,ZS EV,399.0,399.0
Feb-25,Nissan,MAGNITE,2.3K,2.3K
Feb-25,Renault,KWID,698.0,698.0
Feb-25,Renault,KIGER,433.0,433.0
Feb-25,Renault,TRIBER,1.5K,1.5K
Feb-25,Skoda,KYLAQ,3.6K,3.6K
Feb-25,Skoda,KUSHAQ,1.0K,1.0K
Feb-25,Skoda,SLAVIA,901.0,901.0
Feb-25,Skoda,KODIAQ,10.0,10.0
Feb-25,Skoda,SUPERB,1.0,1.0
Feb-25,Tata,Tiago,7.0K,7.0K
Feb-25,Tata,PUNCH,14.6K,14.6K
Feb-25,Tata,ALTROZ,1.6K,1.6K
Feb-25,Tata,TIGOR,1.6K,1.6K
Feb-25,Tata,NEXON,15.3K,15.3K
Feb-25,Tata,SAFARI,1.6K,1.6K
Feb-25,Tata,HARRIER,1.4K,1.4K
Feb-25,Tata,CURVV,3.5K,3.5K
Feb-25,Toyota,Innova + Hycross,8.4K,8.4K
Feb-25,Toyota,Taisor,3.6K,3.6K
Feb-25,Toyota,GLANZA,4.6K,4.6K
Feb-25,Toyota,Fortuner,2.9K,2.9K
Feb-25,Toyota,Camry,209.0,209.0
Feb-25,Toyota,RUMION,2.1K,2.1K
Feb-25,Toyota,HYRYDER,4.3K,4.3K
Feb-25,Toyota,HILUX,248.0,248.0
Feb-25,Toyota,VELLFIRE,19.0,19.0
Feb-25,Volkswagen,VIRTUS,1.8K,1.8K
Feb-25,Volkswagen,TAIGUN,1.3K,1.3K
Feb-25,Volkswagen,TIGUAN,2.0,2.0
Feb-25,Grand Total,Grand Total,3.8L,3.8L
