date,company,model,monthly_sales,total_sales
Apr-24,Citroen,C3,251.0,251.0
Apr-24,Citroen,Ë C3,59.0,59.0
Apr-24,Citroen,C3 Aircross,93.0,93.0
Apr-24,Citroen,C5 Aircross,1.0,1.0
Apr-24,Fiat,COMPASS,282.0,282.0
Apr-24,Fiat,Meridian,95.0,95.0
Apr-24,Honda,Amaze,1.8K,1.8K
Apr-24,Honda,City,824.0,824.0
Apr-24,Honda,ELEVATE,1.7K,1.7K
Apr-24,Hyundai,Grand i10,5.1K,5.1K
Apr-24,Hyundai,i20 Elite,5.2K,5.2K
Apr-24,Hyundai,Xcent/Aura,4.5K,4.5K
Apr-24,Hyundai,EXTER,7.8K,7.8K
Apr-24,Hyundai,Venue,9.1K,9.1K
Apr-24,Hyundai,Creta,15.4K,15.4K
Apr-24,Hyundai,Verna,1.6K,1.6K
Apr-24,Hyundai,ALCAZAR,1.2K,1.2K
Apr-24,Hyundai,Tucson,201.0,201.0
Apr-24,Hyundai,IONIQ 5,45.0,45.0
Apr-24,Kia,SELTOS,6.7K,6.7K
Apr-24,Kia,SONET,7.9K,7.9K
Apr-24,Kia,CARENS,5.3K,5.3K
Apr-24,Kia,EV6,5.0,5.0
Apr-24,Mahindra,XUV 700,6.1K,6.1K
Apr-24,Mahindra,Bolero,9.5K,9.5K
Apr-24,Mahindra,Thar,6.2K,6.2K
Apr-24,Mahindra,XUV 300,4.0K,4.0K
Apr-24,Mahindra,XUV 400,347.0,347.0
Apr-24,Mahindra,Marazzo,20.0,20.0
Apr-24,Mahindra,Scorpio,14.8K,14.8K
Apr-24,Maruti,Alto,9.0K,9.0K
Apr-24,Maruti,Eeco,12.1K,12.1K
Apr-24,Maruti,S Presso,2.5K,2.5K
Apr-24,Maruti,Wagon R,17.9K,17.9K
Apr-24,Maruti,IGNIS,1.9K,1.9K
Apr-24,Maruti,Ertiga,13.5K,13.5K
Apr-24,Maruti,XL6,3.5K,3.5K
Apr-24,Maruti,CELERIO,3.2K,3.2K
Apr-24,Maruti,Vitara Brezza,17.1K,17.1K
Apr-24,Maruti,Swift,4.1K,4.1K
Apr-24,Maruti,Baleno,14.0K,14.0K
Apr-24,Maruti,FRONX,14.3K,14.3K
Apr-24,Maruti,JIMNY,257.0,257.0
Apr-24,Maruti,INVICTO,193.0,193.0
Apr-24,Maruti,DZIRE,15.8K,15.8K
Apr-24,Maruti,Ciaz,867.0,867.0
Apr-24,Maruti,Grand Vitara,7.7K,7.7K
Apr-24,Morris Garage,Hector,1.8K,1.8K
Apr-24,Morris Garage,Gloster,124.0,124.0
Apr-24,Morris Garage,Astor,1.0K,1.0K
Apr-24,Morris Garage,COMET,993.0,993.0
Apr-24,Morris Garage,ZS EV,536.0,536.0
Apr-24,Nissan,MAGNITE,2.4K,2.4K
Apr-24,Renault,KWID,977.0,977.0
Apr-24,Renault,KIGER,1.1K,1.1K
Apr-24,Renault,TRIBER,1.7K,1.7K
Apr-24,Skoda,KUSHAQ,1.2K,1.2K
Apr-24,Skoda,SLAVIA,1.3K,1.3K
Apr-24,Skoda,KODIAQ,154.0,154.0
Apr-24,Skoda,SUPERB,13.0,13.0
Apr-24,Tata,Tiago,6.8K,6.8K
Apr-24,Tata,PUNCH,19.2K,19.2K
Apr-24,Tata,ALTROZ,5.1K,5.1K
Apr-24,Tata,TIGOR,2.2K,2.2K
Apr-24,Tata,NEXON,11.2K,11.2K
Apr-24,Tata,SAFARI,1.7K,1.7K
Apr-24,Tata,HARRIER,1.7K,1.7K
Apr-24,Toyota,Innova + Hycross,7.1K,7.1K
Apr-24,Toyota,GLANZA,4.4K,4.4K
Apr-24,Toyota,Fortuner,2.3K,2.3K
Apr-24,Toyota,Camry,179.0,179.0
Apr-24,Toyota,RUMION,1.2K,1.2K
Apr-24,Toyota,HYRYDER,3.3K,3.3K
Apr-24,Toyota,HILUX,264.0,264.0
Apr-24,Toyota,VELLFIRE,5.0,5.0
Apr-24,Volkswagen,VIRTUS,1.2K,1.2K
Apr-24,Volkswagen,TAIGUN,1.8K,1.8K
Apr-24,Volkswagen,TIGUAN,108.0,108.0
Apr-24,Grand Total,Grand Total,3.4L,3.4L
