date,company,model,monthly_sales,total_sales
May-22,Citroen,C5 Aircross,24.0,24.0
May-22,Fiat,COMPASS,928.0,928.0
May-22,Honda,Amaze,3.7K,3.7K
May-22,Honda,Jazz,305.0,305.0
May-22,Honda,City,3.6K,3.6K
May-22,Honda,WRV,546.0,546.0
May-22,Hyundai,Santro,2.6K,2.6K
May-22,Hyundai,Grand i10,9.1K,9.1K
May-22,Hyundai,i20 Elite,4.5K,4.5K
May-22,Hyundai,Xcent/Aura,3.3K,3.3K
May-22,Hyundai,Venue,8.3K,8.3K
May-22,Hyundai,Creta,11.0K,11.0K
May-22,Hyundai,Verna,1.5K,1.5K
May-22,Hyundai,ALCAZAR,1.9K,1.9K
May-22,Hyundai,Tucson,1.0,1.0
May-22,Hyundai,KONA,64.0,64.0
May-22,Kia,SELTOS,6.0K,6.0K
May-22,Kia,SONET,7.9K,7.9K
May-22,Kia,CARENS,4.6K,4.6K
May-22,Kia,EV6,15.0,15.0
May-22,Kia,CARNIVAL,239.0,239.0
May-22,Mahindra,Verito,18.0,18.0
May-22,Mahindra,XUV 700,5.1K,5.1K
May-22,Mahindra,Bolero,8.8K,8.8K
May-22,Mahindra,Thar,3.2K,3.2K
May-22,Mahindra,XUV 300,5.0K,5.0K
May-22,Mahindra,Marazzo,127.0,127.0
May-22,Mahindra,Alturas G4,90.0,90.0
May-22,Mahindra,Scorpio,4.3K,4.3K
May-22,Maruti,Alto,12.9K,12.9K
May-22,Maruti,Eeco,10.5K,10.5K
May-22,Maruti,S Presso,4.5K,4.5K
May-22,Maruti,Wagon R,16.8K,16.8K
May-22,Maruti,IGNIS,5.0K,5.0K
May-22,Maruti,Ertiga,12.2K,12.2K
May-22,Maruti,XL6,4.1K,4.1K
May-22,Maruti,CELERIO,6.4K,6.4K
May-22,Maruti,Vitara Brezza,10.3K,10.3K
May-22,Maruti,Swift,14.1K,14.1K
May-22,Maruti,Baleno,14.0K,14.0K
May-22,Maruti,DZIRE,11.6K,11.6K
May-22,Maruti,S-Cross,1.4K,1.4K
May-22,Maruti,Ciaz,586.0,586.0
May-22,Morris Garage,Hector,1.6K,1.6K
May-22,Morris Garage,Gloster,51.0,51.0
May-22,Morris Garage,Astor,2.0K,2.0K
May-22,Morris Garage,ZS EV,302.0,302.0
May-22,Nissan,MAGNITE,1.9K,1.9K
May-22,Nissan,KICKS,211.0,211.0
May-22,Renault,KWID,1.5K,1.5K
May-22,Renault,KIGER,1.4K,1.4K
May-22,Renault,TRIBER,2.1K,2.1K
May-22,Skoda,Octavia,74.0,74.0
May-22,Skoda,KUSHAQ,1.8K,1.8K
May-22,Skoda,SLAVIA,2.5K,2.5K
May-22,Skoda,KODIAQ,106.0,106.0
May-22,Skoda,SUPERB,152.0,152.0
May-22,Tata,Tiago,4.6K,4.6K
May-22,Tata,PUNCH,10.2K,10.2K
May-22,Tata,ALTROZ,4.9K,4.9K
May-22,Tata,TIGOR,4.0K,4.0K
May-22,Tata,NEXON,14.6K,14.6K
May-22,Tata,SAFARI,2.2K,2.2K
May-22,Tata,HARRIER,2.8K,2.8K
May-22,Toyota,Innova + Hycross,2.7K,2.7K
May-22,Toyota,URBAN CRUISER,3.1K,3.1K
May-22,Toyota,GLANZA,3.0K,3.0K
May-22,Toyota,Fortuner,1.2K,1.2K
May-22,Toyota,Camry,106.0,106.0
May-22,Toyota,HILUX,65.0,65.0
May-22,Toyota,VELLFIRE,44.0,44.0
May-22,Volkswagen,Vento,4.0,4.0
May-22,Volkswagen,VIRTUS,2.2K,2.2K
May-22,Volkswagen,TAIGUN,1.3K,1.3K
May-22,Volkswagen,TIGUAN,54.0,54.0
May-22,Grand Total,Grand Total,2.9L,2.9L
