date,company,model,monthly_sales,total_sales
May-24,Citroen,C3,155.0,155.0
May-24,Citroen,Ë C3,235.0,235.0
May-24,Citroen,C3 Aircross,125.0,125.0
May-24,Fiat,COMPASS,269.0,269.0
May-24,Fiat,Meridian,75.0,75.0
May-24,Honda,Amaze,2.2K,2.2K
May-24,Honda,City,1.1K,1.1K
May-24,Honda,ELEVATE,1.6K,1.6K
May-24,Hyundai,Grand i10,5.3K,5.3K
May-24,Hyundai,i20 Elite,5.2K,5.2K
May-24,Hyundai,Xcent/Aura,4.4K,4.4K
May-24,Hyundai,EXTER,7.7K,7.7K
May-24,Hyundai,Venue,9.3K,9.3K
May-24,Hyundai,Creta,14.7K,14.7K
May-24,Hyundai,Verna,1.4K,1.4K
May-24,Hyundai,ALCAZAR,944.0,944.0
May-24,Hyundai,Tucson,168.0,168.0
May-24,Hyundai,IONIQ 5,42.0,42.0
May-24,Kia,SELTOS,6.7K,6.7K
May-24,Kia,SONET,7.4K,7.4K
May-24,Kia,CARENS,5.3K,5.3K
May-24,Kia,EV6,15.0,15.0
May-24,Mahindra,XUV 700,5.0K,5.0K
May-24,Mahindra,Bolero,8.0K,8.0K
May-24,Mahindra,Thar,5.8K,5.8K
May-24,Mahindra,XUV 300,10.0K,10.0K
May-24,Mahindra,XUV 400,701.0,701.0
May-24,Mahindra,Marazzo,16.0,16.0
May-24,Mahindra,Scorpio,13.7K,13.7K
May-24,Maruti,Alto,7.7K,7.7K
May-24,Maruti,Eeco,11.0K,11.0K
May-24,Maruti,S Presso,2.2K,2.2K
May-24,Maruti,Wagon R,14.5K,14.5K
May-24,Maruti,IGNIS,2.1K,2.1K
May-24,Maruti,Ertiga,13.9K,13.9K
May-24,Maruti,XL6,3.2K,3.2K
May-24,Maruti,CELERIO,3.3K,3.3K
May-24,Maruti,Vitara Brezza,14.2K,14.2K
May-24,Maruti,Swift,19.4K,19.4K
May-24,Maruti,Baleno,12.8K,12.8K
May-24,Maruti,FRONX,12.7K,12.7K
May-24,Maruti,JIMNY,274.0,274.0
May-24,Maruti,INVICTO,193.0,193.0
May-24,Maruti,DZIRE,16.1K,16.1K
May-24,Maruti,Ciaz,730.0,730.0
May-24,Maruti,Grand Vitara,9.7K,9.7K
May-24,Morris Garage,Hector,1.9K,1.9K
May-24,Morris Garage,Gloster,135.0,135.0
May-24,Morris Garage,Astor,991.0,991.0
May-24,Morris Garage,COMET,1.2K,1.2K
May-24,Morris Garage,ZS EV,537.0,537.0
May-24,Nissan,MAGNITE,2.2K,2.2K
May-24,Renault,KWID,743.0,743.0
May-24,Renault,KIGER,850.0,850.0
May-24,Renault,TRIBER,2.1K,2.1K
May-24,Skoda,KUSHAQ,1.2K,1.2K
May-24,Skoda,SLAVIA,1.5K,1.5K
May-24,Skoda,KODIAQ,185.0,185.0
May-24,Skoda,SUPERB,4.0,4.0
May-24,Tata,Tiago,5.9K,5.9K
May-24,Tata,PUNCH,18.9K,18.9K
May-24,Tata,ALTROZ,5.0K,5.0K
May-24,Tata,TIGOR,2.1K,2.1K
May-24,Tata,NEXON,11.5K,11.5K
May-24,Tata,SAFARI,1.7K,1.7K
May-24,Tata,HARRIER,1.6K,1.6K
May-24,Toyota,Innova + Hycross,8.5K,8.5K
May-24,Toyota,Taisor,2.2K,2.2K
May-24,Toyota,GLANZA,4.5K,4.5K
May-24,Toyota,Fortuner,2.4K,2.4K
May-24,Toyota,Camry,122.0,122.0
May-24,Toyota,RUMION,1.9K,1.9K
May-24,Toyota,HYRYDER,3.9K,3.9K
May-24,Toyota,HILUX,283.0,283.0
May-24,Toyota,VELLFIRE,62.0,62.0
May-24,Volkswagen,VIRTUS,1.6K,1.6K
May-24,Volkswagen,TAIGUN,1.6K,1.6K
May-24,Volkswagen,TIGUAN,102.0,102.0
May-24,Grand Total,Grand Total,3.5L,3.5L
