date,company,model,monthly_sales,total_sales
Oct-20,Fiat,COMPASS,832.0,832.0
Oct-20,Ford,Figo,339.0,339.0
Oct-20,Ford,FREESTYLE,848.0,848.0
Oct-20,Ford,Aspire,446.0,446.0
Oct-20,Ford,Ecosport,4.6K,4.6K
Oct-20,Ford,Endeavour,852.0,852.0
Oct-20,Honda,Amaze,4.7K,4.7K
Oct-20,Honda,Jazz,642.0,642.0
Oct-20,Honda,City,4.1K,4.1K
Oct-20,Honda,WRV,1.1K,1.1K
Oct-20,Honda,Civic,230.0,230.0
Oct-20,Honda,CR-V,31.0,31.0
Oct-20,Hyundai,Santro,3.5K,3.5K
Oct-20,Hyundai,Grand i10,14.0K,14.0K
Oct-20,Hyundai,i20 Elite,8.4K,8.4K
Oct-20,Hyundai,Xcent/Aura,5.6K,5.6K
Oct-20,Hyundai,Venue,8.8K,8.8K
Oct-20,Hyundai,Creta,14.0K,14.0K
Oct-20,Hyundai,Verna,2.2K,2.2K
Oct-20,Hyundai,Elantra,46.0,46.0
Oct-20,Hyundai,Tucson,87.0,87.0
Oct-20,Hyundai,KONA,13.0,13.0
Oct-20,Kia,SELTOS,8.9K,8.9K
Oct-20,Kia,SONET,11.7K,11.7K
Oct-20,Kia,CARNIVAL,400.0,400.0
Oct-20,Mahindra,Verito,1.0,1.0
Oct-20,Mahindra,KUV 100,35.0,35.0
Oct-20,Mahindra,Bolero,7.6K,7.6K
Oct-20,Mahindra,XUV 300,4.9K,4.9K
Oct-20,Mahindra,Marazzo,737.0,737.0
Oct-20,Mahindra,Alturas G4,69.0,69.0
Oct-20,Mahindra,Scorpio,4.0K,4.0K
Oct-20,Mahindra,XUV 500,1.0K,1.0K
Oct-20,Maruti,Alto,17.9K,17.9K
Oct-20,Maruti,Eeco,13.3K,13.3K
Oct-20,Maruti,S Presso,10.6K,10.6K
Oct-20,Maruti,Wagon R,18.7K,18.7K
Oct-20,Maruti,IGNIS,4.6K,4.6K
Oct-20,Maruti,Ertiga,7.7K,7.7K
Oct-20,Maruti,XL6,2.4K,2.4K
Oct-20,Maruti,CELERIO,7.6K,7.6K
Oct-20,Maruti,Vitara Brezza,12.1K,12.1K
Oct-20,Maruti,Swift,24.6K,24.6K
Oct-20,Maruti,Baleno,22.0K,22.0K
Oct-20,Maruti,DZIRE,17.7K,17.7K
Oct-20,Maruti,S-Cross,2.5K,2.5K
Oct-20,Maruti,Ciaz,1.4K,1.4K
Oct-20,Maruti,Gypsy,596.0,596.0
Oct-20,Morris Garage,Hector,3.6K,3.6K
Oct-20,Morris Garage,ZS EV,125.0,125.0
Oct-20,Nissan,Redi-GO,910.0,910.0
Oct-20,Nissan,GO,43.0,43.0
Oct-20,Nissan,GO+,30.0,30.0
Oct-20,Nissan,KICKS,122.0,122.0
Oct-20,Renault,KWID,5.4K,5.4K
Oct-20,Renault,TRIBER,5.3K,5.3K
Oct-20,Renault,Duster,362.0,362.0
Oct-20,Skoda,Octavia,31.0,31.0
Oct-20,Skoda,Rapid,1.0K,1.0K
Oct-20,Skoda,Karoq,182.0,182.0
Oct-20,Skoda,SUPERB,184.0,184.0
Oct-20,Tata,Tiago,6.1K,6.1K
Oct-20,Tata,ALTROZ,6.7K,6.7K
Oct-20,Tata,TIGOR,1.5K,1.5K
Oct-20,Tata,NEXON,6.9K,6.9K
Oct-20,Tata,HARRIER,2.4K,2.4K
Oct-20,Toyota,Innova + Hycross,4.5K,4.5K
Oct-20,Toyota,YARIS,373.0,373.0
Oct-20,Toyota,URBAN CRUISER,3.0K,3.0K
Oct-20,Toyota,GLANZA,3.0K,3.0K
Oct-20,Toyota,Fortuner,1.5K,1.5K
Oct-20,Toyota,Camry,38.0,38.0
Oct-20,Toyota,VELLFIRE,29.0,29.0
Oct-20,Volkswagen,Polo,1.6K,1.6K
Oct-20,Volkswagen,Vento,231.0,231.0
Oct-20,Volkswagen,T-ROC,89.0,89.0
Oct-20,Volkswagen,TIGUAN,170.0,170.0
Oct-20,Grand Total,Grand Total,3.3L,3.3L
