date,company,model,monthly_sales,total_sales
May-23,Citroen,C3,600.0,600.0
May-23,Citroen,Ë C3,200.0,200.0
May-23,Citroen,C5 Aircross,6.0,6.0
May-23,Fiat,COMPASS,316.0,316.0
May-23,Fiat,Meridian,418.0,418.0
May-23,Honda,Amaze,3.1K,3.1K
May-23,Honda,City,1.5K,1.5K
May-23,Hyundai,Grand i10,6.4K,6.4K
May-23,Hyundai,i20 Elite,6.1K,6.1K
May-23,Hyundai,Xcent/Aura,4.7K,4.7K
May-23,Hyundai,Venue,10.2K,10.2K
May-23,Hyundai,Creta,14.4K,14.4K
May-23,Hyundai,Verna,3.7K,3.7K
May-23,Hyundai,ALCAZAR,2.4K,2.4K
May-23,Hyundai,Tucson,379.0,379.0
May-23,Hyundai,KONA,84.0,84.0
May-23,Hyundai,IONIQ 5,160.0,160.0
May-23,Kia,SELTOS,4.1K,4.1K
May-23,Kia,SONET,8.3K,8.3K
May-23,Kia,CARENS,6.4K,6.4K
May-23,Kia,EV6,83.0,83.0
May-23,Mahindra,XUV 700,5.2K,5.2K
May-23,Mahindra,Bolero,8.2K,8.2K
May-23,Mahindra,Thar,4.3K,4.3K
May-23,Mahindra,XUV 300,5.1K,5.1K
May-23,Mahindra,XUV 400,696.0,696.0
May-23,Mahindra,Marazzo,33.0,33.0
May-23,Mahindra,Scorpio,9.3K,9.3K
May-23,Maruti,Alto,9.4K,9.4K
May-23,Maruti,Eeco,12.8K,12.8K
May-23,Maruti,S Presso,2.9K,2.9K
May-23,Maruti,Wagon R,16.3K,16.3K
May-23,Maruti,IGNIS,4.6K,4.6K
May-23,Maruti,Ertiga,10.5K,10.5K
May-23,Maruti,XL6,3.6K,3.6K
May-23,Maruti,CELERIO,3.2K,3.2K
May-23,Maruti,Vitara Brezza,13.4K,13.4K
May-23,Maruti,Swift,17.3K,17.3K
May-23,Maruti,Baleno,18.7K,18.7K
May-23,Maruti,FRONX,9.9K,9.9K
May-23,Maruti,DZIRE,11.3K,11.3K
May-23,Maruti,Ciaz,992.0,992.0
May-23,Maruti,Grand Vitara,8.9K,8.9K
May-23,Morris Garage,Hector,2.8K,2.8K
May-23,Morris Garage,Gloster,217.0,217.0
May-23,Morris Garage,Astor,592.0,592.0
May-23,Morris Garage,ZS EV,1.4K,1.4K
May-23,Nissan,MAGNITE,2.6K,2.6K
May-23,Renault,KWID,797.0,797.0
May-23,Renault,KIGER,1.7K,1.7K
May-23,Renault,TRIBER,2.1K,2.1K
May-23,Skoda,KUSHAQ,1.7K,1.7K
May-23,Skoda,SLAVIA,1.7K,1.7K
May-23,Skoda,KODIAQ,157.0,157.0
May-23,Skoda,SUPERB,10.0,10.0
May-23,Tata,Tiago,8.1K,8.1K
May-23,Tata,PUNCH,11.1K,11.1K
May-23,Tata,ALTROZ,5.4K,5.4K
May-23,Tata,TIGOR,2.7K,2.7K
May-23,Tata,NEXON,14.4K,14.4K
May-23,Tata,SAFARI,1.8K,1.8K
May-23,Tata,HARRIER,2.3K,2.3K
May-23,Toyota,Innova + Hycross,7.8K,7.8K
May-23,Toyota,GLANZA,5.2K,5.2K
May-23,Toyota,Fortuner,2.9K,2.9K
May-23,Toyota,Camry,142.0,142.0
May-23,Toyota,HYRYDER,3.1K,3.1K
May-23,Toyota,HILUX,300.0,300.0
May-23,Toyota,VELLFIRE,5.0,5.0
May-23,Volkswagen,VIRTUS,1.6K,1.6K
May-23,Volkswagen,TAIGUN,1.5K,1.5K
May-23,Volkswagen,TIGUAN,171.0,171.0
May-23,Grand Total,Grand Total,3.3L,3.3L
